Ticker,Company,Price,Stage,Score,RS,12m%,50MA,150MA,200MA,52W High,52W Low,% from High,New 52W High,Notes,AI Notes
2110.SR,"الكابلات السعودية",153.20,stage2,8,63,6.0,157.55,151.14,150.53,175.90,119.20,-12.9,,"Strong Stage 2 (8/10) | Missing: Price > 50MA, RS Rating ≥ 70 (63)",""
2160.SR,"أميانتيت",14.26,stage4,0,23,-32.6,14.47,16,17.08,24.58,12.01,-42.0,,"Weak / declining (0/10)",""
2320.SR,"البابطين",69.15,stage2,10,90,45.4,65.73,65.6,63.44,72.00,45.70,-4.0,,"Textbook Stage 2 (10/10)",""
2370.SR,"مسك",30.02,potential,7,80,-11.3,26.08,24.72,26.34,35.20,18.21,-14.7,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, 200MA trending up, 50MA > 200MA",""
4110.SR,"باتك",2.19,stage1,5,64,-9.5,2.14,2.12,2.15,2.57,1.87,-14.8,,"Basing (5/10)",""
4140.SR,"صادرات",2.34,stage2,9,55,-2.9,2.3,2.28,2.23,2.98,1.77,-21.5,,"Textbook Stage 2 (9/10) | Missing: RS Rating ≥ 70 (55)",""
4141.SR,"العمران",21.59,stage4,0,7,-31.3,21.63,24.65,25.59,33.70,19.34,-35.9,,"Weak / declining (0/10)",""
4142.SR,"كابلات الرياض",119.00,stage4,1,54,-13.1,121.64,126.68,127.05,147.70,106.10,-19.4,,"Weak / declining (1/10)",""
4143.SR,"تالكو",36.00,stage1,4,46,-21.6,33.82,35.22,36.79,47.30,28.00,-23.9,,"Basing (4/10)",""
4144.SR,"رؤوم",71.65,stage2,10,78,3.0,68.16,62.77,61.96,78.90,53.00,-9.2,,"Textbook Stage 2 (10/10)",""
4145.SR,"أو جي سي",26.04,stage1,1,33,-22.1,25.14,26.68,27.62,39.00,22.70,-33.2,,"Weak / declining (1/10)",""
4146.SR,"جاز",15.72,stage1,6,81,0.0,13.93,13.86,,17.99,12.02,-12.6,,"Near Stage 2 (6/10) | Missing: Price > 200MA, 150MA > 200MA, 200MA trending up, 50MA > 200MA",""
4147.SR,"سي جي إس",7.93,stage1,1,16,0.0,7.18,,,10.95,6.53,-27.6,,"Weak / declining (1/10)",""
4148.SR,"الوسائل الصناعية",2.89,stage1,2,43,0.0,2.81,,,3.69,2.48,-21.7,,"Weak / declining (2/10)",""
1831.SR,"مهارة",6.04,stage2,9,65,9.2,5.95,5.91,5.63,6.91,4.39,-12.6,,"Textbook Stage 2 (9/10) | Missing: RS Rating ≥ 70 (65)",""
1832.SR,"صدر",2.74,stage1,2,52,-9.0,2.63,2.74,2.78,3.17,2.36,-13.6,,"Weak / declining (2/10)",""
1833.SR,"الموارد",90.45,stage1,2,34,-15.3,84.1,92.61,93.03,113.10,73.00,-20.0,,"Weak / declining (2/10)",""
1834.SR,"سماسكو",5.87,stage3,4,51,-14.2,5.5,5.56,5.65,7.16,4.89,-18.0,,"Basing (4/10)",""
1835.SR,"تمكين",44.00,stage4,0,18,-23.3,45.66,51.36,52.68,62.90,43.20,-30.0,,"Weak / declining (0/10)",""
4270.SR,"طباعة وتغليف",7.64,stage1,1,10,-32.8,7.6,8.25,9.03,13.87,6.19,-44.9,,"Weak / declining (1/10)",""
6004.SR,"كاتريون",73.05,stage1,1,1,-42.8,70.55,79.25,84.55,126.40,67.50,-42.2,,"Weak / declining (1/10)",""
2190.SR,"سيسكو القابضة",32.90,potential,8,90,17.9,32.95,31.81,32.38,38.38,23.50,-14.3,,"Strong Stage 2 (8/10) | Missing: 150MA > 200MA, Price > 50MA",""
4031.SR,"الخدمات الأرضية",31.36,stage4,0,12,-34.4,32.2,36.38,38.61,51.70,29.26,-39.3,,"Weak / declining (0/10)",""
4040.SR,"سابتكو",10.52,stage1,3,40,-27.9,10.31,10.38,11.13,15.58,8.00,-32.5,,"Weak / declining (3/10)",""
4260.SR,"بدجت السعودية",35.38,stage4,0,7,-34.2,41.34,46.14,47.9,59.21,34.90,-40.2,,"Weak / declining (0/10)",""
4261.SR,"ذيب",26.94,stage4,0,4,-38.0,29.67,35.43,37.14,45.73,26.92,-41.1,,"Weak / declining (0/10)",""
4262.SR,"لومي",36.82,stage4,0,3,-44.7,38.19,46.85,50.22,67.40,34.16,-45.4,,"Weak / declining (0/10)",""
4263.SR,"سال",165.60,stage1,2,46,-8.4,162.91,167.53,169.07,192.00,148.20,-13.8,,"Weak / declining (2/10)",""
4264.SR,"طيران ناس",52.00,stage1,1,15,0.0,51.23,61.63,65.54,84.10,48.20,-38.2,,"Weak / declining (1/10)",""
4265.SR,"شري",25.90,stage1,2,35,0.0,25.4,,,31.68,22.42,-18.2,,"Weak / declining (2/10)",""
1213.SR,"نسيج",23.93,stage4,0,1,-72.6,24.15,34.37,49.36,110.80,20.00,-78.4,,"Weak / declining (0/10)",""
2130.SR,"صدق",12.22,stage1,2,5,-58.7,11.13,13.82,17.88,35.70,9.16,-65.8,,"Weak / declining (2/10)",""
2340.SR,"ارتيكس",10.36,stage1,1,39,-25.7,10.18,10.92,11.3,14.78,9.01,-29.9,,"Weak / declining (1/10)",""
4011.SR,"لازوردي",11.31,stage4,1,50,-11.2,11.65,11.76,12.04,13.89,10.90,-18.6,,"Weak / declining (1/10)",""
4012.SR,"الأصيل",3.69,potential,6,53,-11.8,3.64,3.54,3.58,4.30,3.18,-14.2,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, 25%+ above 52W low, RS Rating ≥ 70 (53)",""
4180.SR,"مجموعة فتيحي",2.54,stage4,0,11,-35.4,2.6,2.8,2.89,4.10,2.28,-38.0,,"Weak / declining (0/10)",""
1810.SR,"سيرا",20.57,stage4,0,30,-19.5,21.22,25.22,25.92,31.60,19.05,-34.9,,"Weak / declining (0/10)",""
1820.SR,"بان",1.91,stage1,2,56,-10.8,1.81,1.89,1.98,2.69,1.64,-29.0,,"Weak / declining (2/10)",""
1830.SR,"لجام للرياضة",80.70,stage4,0,8,-37.1,85.37,101.4,112.08,151.70,75.70,-46.8,,"Weak / declining (0/10)",""
4170.SR,"شمس",15.41,stage1,6,78,-7.8,14.95,13.97,15.16,24.40,10.50,-36.8,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, 50MA > 200MA, Within 25% of 52W high",""
4290.SR,"الخليج للتدريب",15.33,stage4,0,6,-38.3,16.88,20.37,21.31,29.38,15.14,-47.8,,"Weak / declining (0/10)",""
4291.SR,"الوطنية للتعليم",120.30,stage1,1,37,-19.1,116.58,134.74,141.15,183.00,105.80,-34.3,,"Weak / declining (1/10)",""
4292.SR,"عطاء",53.05,stage4,1,47,-17.3,55.08,57.81,59.25,70.60,49.60,-24.9,,"Weak / declining (1/10)",""
6002.SR,"هرفي للأغذية",15.40,stage1,1,20,-36.0,14.62,16.12,17.62,26.36,12.90,-41.6,,"Weak / declining (1/10)",""
6012.SR,"ريدان",16.40,stage4,0,1,-52.5,17.9,22.42,24.25,37.74,16.20,-56.5,,"Weak / declining (0/10)",""
6013.SR,"التطويرية الغذائية",92.40,stage4,0,39,-20.8,93.92,107.83,110.99,149.70,82.10,-38.3,,"Weak / declining (0/10)",""
6014.SR,"الآمار",43.50,stage1,1,27,-33.1,42.82,43.73,45.48,67.60,37.68,-35.7,,"Weak / declining (1/10)",""
6015.SR,"أمريكانا (شركة أجنبية)",1.90,stage1,6,81,-11.6,1.9,1.86,1.9,2.43,1.62,-21.8,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, Price > 50MA, 25%+ above 52W low",""
6016.SR,"برغرايززر",8.00,stage1,1,25,-24.7,7.78,8.82,9.13,11.31,7.10,-29.3,,"Weak / declining (1/10)",""
6017.SR,"جاهز",14.00,stage1,2,11,-48.2,12.49,14.74,16.6,28.46,10.72,-50.8,,"Weak / declining (2/10)",""
6018.SR,"الأندية للرياضة",6.97,stage4,0,3,0.0,7.04,8.29,8.99,13.46,6.33,-48.2,,"Weak / declining (0/10)",""
6019.SR,"المسار الشامل",21.00,stage1,0,60,0.0,21.7,,,28.18,18.33,-25.5,,"Weak / declining (0/10)",""
4070.SR,"تهامة",14.38,stage4,0,8,-47.6,14.45,17.67,20.11,31.00,13.90,-53.6,,"Weak / declining (0/10)",""
4071.SR,"العربية",105.20,stage1,5,38,-15.9,112.54,115.46,109.66,138.00,79.70,-23.8,,"Basing (5/10)",""
4072.SR,"مجموعة إم بي سي",25.82,stage4,0,14,-40.7,26.89,29.85,30.41,45.65,25.30,-43.4,,"Weak / declining (0/10)",""
4210.SR,"الأبحاث والإعلام",77.55,stage4,0,2,-49.6,83.1,117.4,132.35,202.10,70.50,-61.6,,"Weak / declining (0/10)",""
4003.SR,"إكسترا",80.00,stage4,1,42,-11.2,81.03,85.5,86.23,93.50,74.60,-14.4,,"Weak / declining (1/10)",""
4008.SR,"ساكو",24.96,stage4,0,44,-22.7,25.42,26.48,26.99,33.34,21.01,-25.1,,"Weak / declining (0/10)",""
4050.SR,"ساسكو",50.55,stage4,1,52,-14.7,52.55,56.32,55.91,73.45,49.02,-31.2,,"Weak / declining (1/10)",""
4051.SR,"باعظيم",5.80,stage1,3,67,-4.1,5.53,6.06,6,7.10,4.84,-18.3,,"Weak / declining (3/10)",""
4190.SR,"جرير",15.03,stage2,10,85,20.1,14.39,13.76,13.6,15.50,12.00,-3.0,,"Textbook Stage 2 (10/10)",""
4191.SR,"أبو معطي",43.92,potential,7,77,6.9,42.75,44.93,43.9,53.95,31.60,-18.6,,"Near Stage 2 (7/10) | Missing: Price > 150MA, 50MA > 150MA, 50MA > 200MA",""
4192.SR,"السيف غاليري",6.97,potential,7,77,-1.8,6.69,6.53,6.62,7.44,6.11,-6.3,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, 200MA trending up, 25%+ above 52W low",""
4193.SR,"نايس ون",14.22,stage1,1,1,-60.5,13.31,17.18,18.86,37.45,11.43,-62.0,,"Weak / declining (1/10)",""
4194.SR,"محطة البناء",42.30,stage1,0,9,0.0,45.76,54.08,,93.00,41.90,-54.5,,"Weak / declining (0/10)",""
4240.SR,"سينومي ريتيل",15.34,stage4,1,88,-7.2,15.51,18.36,20.23,35.38,13.83,-56.6,,"Weak / declining (1/10)",""
4001.SR,"أسواق ع العثيم",6.09,stage4,0,28,-27.0,6.14,6.46,6.74,8.72,5.75,-30.2,,"Weak / declining (0/10)",""
4006.SR,"أسواق المزرعة",13.12,stage4,0,21,-33.4,13.15,14.11,14.74,20.58,11.82,-36.2,,"Weak / declining (0/10)",""
4061.SR,"أنعام القابضة",10.72,stage4,0,18,-34.4,10.76,11.98,12.92,17.52,9.31,-38.8,,"Weak / declining (0/10)",""
4160.SR,"ثمار",34.10,stage4,0,38,-17.5,34.64,36.74,38.33,50.85,31.54,-32.9,,"Weak / declining (0/10)",""
4161.SR,"بن داود",5.06,stage1,3,54,-20.3,4.88,4.94,5.1,6.69,4.10,-24.4,,"Weak / declining (3/10)",""
4162.SR,"المنجم",61.10,stage3,5,67,-16.4,52.79,53.39,54.7,79.50,47.00,-23.1,,"Basing (5/10)",""
4163.SR,"الدواء",49.60,stage1,1,17,-38.5,49.59,53.35,56.59,82.70,46.02,-40.0,,"Weak / declining (1/10)",""
4164.SR,"النهدي",102.60,stage4,2,52,-16.9,104.53,103.04,106.5,132.10,91.00,-22.3,,"Weak / declining (2/10)",""
2050.SR,"مجموعة صافولا",24.49,potential,7,72,-11.1,25.68,24.34,24.3,28.65,20.45,-14.5,,"Near Stage 2 (7/10) | Missing: 200MA trending up, Price > 50MA, 25%+ above 52W low",""
2100.SR,"وفرة",21.50,stage1,1,36,-29.4,20.52,21.94,23.1,31.90,17.22,-32.6,,"Weak / declining (1/10)",""
2270.SR,"سدافكو",209.60,stage4,0,24,-28.2,210.04,231.56,240.52,300.40,187.00,-30.2,,"Weak / declining (0/10)",""
2280.SR,"المراعي",41.12,stage4,1,40,-21.9,42.84,44,45.06,54.05,38.18,-23.9,,"Weak / declining (1/10)",""
2281.SR,"تنمية",61.75,stage1,3,34,-38.7,58.19,61.07,66.2,106.00,44.60,-41.7,,"Weak / declining (3/10)",""
2282.SR,"نقي",54.15,stage1,5,70,-1.6,52.42,54.87,54.22,64.80,49.06,-16.4,,"Basing (5/10)",""
2283.SR,"المطاحن الأولى",53.45,potential,7,75,-4.9,54.01,51.14,51.44,60.20,45.10,-11.2,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, Price > 50MA, 25%+ above 52W low",""
2284.SR,"المطاحن الحديثة",28.66,stage1,2,53,-22.1,28.27,29.33,29.99,37.30,24.90,-23.2,,"Weak / declining (2/10)",""
2285.SR,"المطاحن العربية",43.88,potential,7,82,-1.2,40.51,39.73,40.23,48.90,35.60,-10.3,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, 200MA trending up, 25%+ above 52W low",""
2286.SR,"المطاحن الرابعة",3.99,potential,8,83,2.8,3.91,3.74,3.79,4.23,3.34,-5.7,,"Strong Stage 2 (8/10) | Missing: 150MA > 200MA, 25%+ above 52W low",""
2287.SR,"إنتاج",25.88,stage4,0,4,-49.3,25.9,30.66,32.92,51.90,23.80,-50.1,,"Weak / declining (0/10)",""
2288.SR,"نفوذ",7.80,stage1,0,43,0.0,8.44,,,10.69,7.66,-27.0,,"Weak / declining (0/10)",""
4080.SR,"سناد القابضة",9.02,stage1,3,45,-18.4,8.49,8.92,9.31,11.82,7.58,-23.7,,"Weak / declining (3/10)",""
6001.SR,"حلواني إخوان",31.50,stage1,1,20,-33.3,30.98,33.2,35.14,48.20,27.00,-34.6,,"Weak / declining (1/10)",""
6010.SR,"نادك",15.99,stage4,0,28,-27.1,16.78,18.24,19.01,22.70,15.54,-29.6,,"Weak / declining (0/10)",""
6020.SR,"جاكو",12.63,stage4,0,21,-27.9,13.56,15.42,15.83,19.55,11.84,-35.4,,"Weak / declining (0/10)",""
6040.SR,"تبوك الزراعية",6.46,stage4,0,8,-44.3,6.75,7.66,8.28,12.14,5.80,-46.8,,"Weak / declining (0/10)",""
6050.SR,"الأسماك",41.96,stage4,0,1,-61.1,43.16,60.36,68.08,112.60,40.08,-62.7,,"Weak / declining (0/10)",""
6060.SR,"الشرقية للتنمية",12.16,stage4,0,20,-29.7,12.58,13.86,14.54,18.34,11.50,-33.7,,"Weak / declining (0/10)",""
6070.SR,"الجوف",44.68,stage1,5,57,-9.1,49.94,46.96,46.64,53.90,40.65,-17.1,,"Basing (5/10)",""
6090.SR,"جازادكو",8.70,stage1,1,41,-25.2,8.64,8.82,9.25,12.30,7.55,-29.3,,"Weak / declining (1/10)",""
2140.SR,"أيان",11.06,stage1,1,31,-25.7,10.77,12.08,12.18,15.30,10.15,-27.7,,"Weak / declining (1/10)",""
2230.SR,"الكيميائية",8.42,stage2,9,69,0.5,7.81,7.44,7.31,8.95,6.06,-5.9,,"Textbook Stage 2 (9/10) | Missing: RS Rating ≥ 70 (69)",""
4002.SR,"المواساة",66.75,stage4,2,53,-13.4,69.77,69.56,70.58,80.70,58.65,-17.3,,"Weak / declining (2/10)",""
4004.SR,"دله الصحية",115.60,stage4,2,77,1.7,123.87,126.75,129.07,157.30,90.00,-26.5,,"Weak / declining (2/10)",""
4005.SR,"رعاية",104.10,stage4,0,17,-30.4,127.13,143.16,150.37,183.50,104.10,-43.3,,"Weak / declining (0/10)",""
4007.SR,"الحمادي",24.64,stage4,0,16,-37.0,26.02,27.95,29.39,40.45,23.42,-39.1,,"Weak / declining (0/10)",""
4009.SR,"السعودي الألماني الصحية",34.60,stage4,0,15,-44.7,35.55,37.5,42.27,65.40,28.66,-47.1,,"Weak / declining (0/10)",""
4013.SR,"سليمان الحبيب",228.10,stage4,1,36,-16.6,245.04,252.66,253.05,281.20,215.00,-18.9,,"Weak / declining (1/10)",""
4014.SR,"دار المعدات",30.76,stage4,1,45,-22.6,31.02,32.66,33.85,41.00,26.00,-25.0,,"Weak / declining (1/10)",""
4017.SR,"فقيه الصحية",36.50,stage1,4,59,-20.7,34.04,35.34,36.59,47.15,27.20,-22.6,,"Basing (4/10)",""
4018.SR,"الموسى",129.50,stage4,0,29,-21.0,136.01,158.96,161.96,212.00,128.30,-38.9,,"Weak / declining (0/10)",""
4019.SR,"اس ام سي للرعاية الصحية",17.81,stage4,0,40,0.0,18.36,19.06,19.19,25.00,17.30,-28.8,,"Weak / declining (0/10)",""
4021.SR,"المركز الكندي الطبي",5.48,stage4,0,51,-20.4,5.7,6.87,6.92,9.30,5.33,-41.1,,"Weak / declining (0/10)",""
2070.SR,"الدوائية",29.70,stage2,9,82,10.6,30.16,28.9,28.63,33.12,21.76,-10.3,,"Textbook Stage 2 (9/10) | Missing: Price > 50MA",""
