Ticker,Company,Price,Stage,Score,RS,12m%,50MA,150MA,200MA,52W High,52W Low,% from High,New 52W High,Notes,AI Notes
2220.SR,"معدنية",12.66,stage1,1,19,-24.5,12.07,12.63,13.46,18.50,10.70,-31.6,,"Weak / declining (1/10)",""
2223.SR,"لوبريف",124.90,stage2,10,83,18.0,124.92,108.94,104.49,131.20,81.30,-4.8,,"Textbook Stage 2 (10/10)",""
2240.SR,"صناعات",34.24,stage4,1,28,-25.4,35.19,36.9,36.41,47.96,28.68,-28.6,,"Weak / declining (1/10)",""
2250.SR,"المجموعة السعودية",13.52,stage1,3,39,-19.4,14.16,13.29,14.01,20.00,11.41,-32.4,,"Weak / declining (3/10)",""
2290.SR,"ينساب",29.62,stage1,3,46,-0.3,32.55,30.84,31.27,38.44,24.00,-22.9,,"Weak / declining (3/10)",""
2300.SR,"صناعة الورق",55.75,stage1,5,41,-10.3,57.9,57.16,56.91,65.85,47.00,-15.3,,"Basing (5/10)",""
2310.SR,"سبكيم العالمية",14.41,stage4,0,14,-24.7,14.83,15.13,15.92,21.23,13.13,-32.1,,"Weak / declining (0/10)",""
2330.SR,"المتقدمة",24.00,stage4,1,26,-23.5,26.21,26.16,28.33,38.64,21.55,-37.9,,"Weak / declining (1/10)",""
2350.SR,"كيان السعودية",5.21,stage1,4,64,5.5,5.66,5.22,5.33,6.41,4.48,-18.7,,"Basing (4/10)",""
2360.SR,"الفخارية",20.06,stage1,3,9,-38.8,16.88,18.76,20.51,32.42,14.14,-38.1,,"Weak / declining (3/10)",""
3002.SR,"أسمنت نجران",5.81,stage4,0,13,-30.3,5.87,6.2,6.49,8.46,5.64,-31.3,,"Weak / declining (0/10)",""
3003.SR,"أسمنت المدينة",11.35,stage4,0,4,-36.1,11.9,12.38,12.83,17.89,10.90,-36.6,,"Weak / declining (0/10)",""
3004.SR,"أسمنت الشمالية",6.73,stage4,1,37,-15.3,6.91,6.98,7.18,8.65,6.56,-22.2,,"Weak / declining (1/10)",""
3005.SR,"أسمنت ام القرى",13.86,potential,7,59,-14.5,13.77,12.88,13.08,17.21,11.08,-19.5,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, 200MA trending up, RS Rating ≥ 70 (59)",""
3007.SR,"الواحة",2.69,stage2,9,78,-2.2,2.58,2.47,2.47,2.98,2.09,-9.7,,"Textbook Stage 2 (9/10) | Missing: 150MA > 200MA",""
3008.SR,"الكثيري",1.63,stage4,0,10,-26.9,1.72,1.89,1.94,2.29,1.59,-28.8,,"Weak / declining (0/10)",""
3010.SR,"أسمنت العربية",23.18,stage2,8,55,-0.1,23.04,22.53,22.31,24.39,20.43,-5.0,,"Strong Stage 2 (8/10) | Missing: 25%+ above 52W low, RS Rating ≥ 70 (55)",""
3020.SR,"أسمنت اليمامة",25.40,stage1,3,25,-29.2,25.33,25.23,25.69,36.80,22.59,-31.0,,"Weak / declining (3/10)",""
3030.SR,"أسمنت السعودية",30.56,stage4,0,18,-24.2,31.9,33.63,34.72,41.58,29.74,-26.5,,"Weak / declining (0/10)",""
3040.SR,"أسمنت القصيم",44.92,potential,7,54,-10.9,44.9,43.33,43.05,51.70,40.50,-13.1,,"Near Stage 2 (7/10) | Missing: Price > 50MA, 25%+ above 52W low, RS Rating ≥ 70 (54)",""
3050.SR,"أسمنت الجنوب",19.44,stage4,0,7,-30.7,20.2,21.49,22.27,29.18,19.32,-33.4,,"Weak / declining (0/10)",""
3060.SR,"أسمنت ينبع",15.69,stage1,5,41,-19.9,15.81,15.1,15.35,20.50,13.87,-23.5,,"Basing (5/10)",""
3080.SR,"أسمنت الشرقية",27.02,potential,6,59,-12.0,25.41,24.36,24.57,32.06,21.95,-15.7,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, 25%+ above 52W low, RS Rating ≥ 70 (59)",""
3090.SR,"أسمنت تبوك",7.87,stage4,0,17,-28.2,7.91,8.38,8.77,11.24,7.70,-30.0,,"Weak / declining (0/10)",""
3091.SR,"أسمنت الجوف",5.15,stage4,0,16,-30.1,5.01,5.48,5.84,7.77,4.68,-33.7,,"Weak / declining (0/10)",""
3092.SR,"أسمنت الرياض",22.91,stage4,0,26,-27.0,22.94,23.64,24.1,32.90,22.01,-30.4,,"Weak / declining (0/10)",""
1212.SR,"أسترا الصناعية",131.00,stage4,1,31,-15.4,134.43,140.04,140.34,161.70,120.30,-19.0,,"Weak / declining (1/10)",""
1214.SR,"شاكر",13.86,stage4,0,1,-42.0,14.51,16.25,17.47,24.82,13.34,-44.2,,"Weak / declining (0/10)",""
1302.SR,"بوان",40.38,stage4,0,15,-30.8,42.52,45.24,47.31,61.85,39.12,-34.7,,"Weak / declining (0/10)",""
1303.SR,"صناعات كهربائية",14.00,potential,7,94,68.0,15.99,14.77,13.9,19.90,8.20,-29.6,,"Near Stage 2 (7/10) | Missing: Price > 150MA, Price > 50MA, Within 25% of 52W high",""
2040.SR,"الخزف السعودي",26.52,stage4,2,36,-20.0,27.83,27.73,28.29,34.64,24.10,-23.4,,"Weak / declining (2/10)",""
2110.SR,"الكابلات السعودية",167.90,stage2,10,84,20.9,161.99,156.97,153.75,190.60,124.80,-11.9,,"Textbook Stage 2 (10/10)",""
2160.SR,"أميانتيت",14.44,stage1,1,4,-39.4,13.91,14.58,15.79,23.60,12.01,-38.8,,"Weak / declining (1/10)",""
2320.SR,"البابطين",66.70,stage2,9,84,21.1,68.68,66.69,65.9,74.60,53.00,-10.6,,"Textbook Stage 2 (9/10) | Missing: Price > 50MA",""
2370.SR,"مسك",30.72,potential,8,78,-7.6,31.98,26.21,26.59,35.20,18.21,-12.7,,"Strong Stage 2 (8/10) | Missing: 150MA > 200MA, Price > 50MA",""
4110.SR,"باتك",2.25,potential,6,56,-10.0,2.19,2.11,2.14,2.57,1.87,-12.5,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, 25%+ above 52W low, RS Rating ≥ 70 (56)",""
4140.SR,"صادرات",2.38,stage2,9,79,5.3,2.35,2.36,2.28,2.98,1.77,-20.1,,"Textbook Stage 2 (9/10) | Missing: 50MA > 150MA",""
4141.SR,"العمران",22.04,stage1,1,37,-22.8,20.99,22.59,24.22,33.70,19.34,-34.6,,"Weak / declining (1/10)",""
4142.SR,"كابلات الرياض",118.60,stage4,1,42,-14.6,120.67,122.96,125.51,147.70,106.10,-19.7,,"Weak / declining (1/10)",""
4143.SR,"تالكو",32.96,stage4,1,24,-27.0,34.98,34.08,35.48,45.62,28.00,-27.8,,"Weak / declining (1/10)",""
4144.SR,"رؤوم",69.50,stage2,8,67,5.7,69.42,64.98,64.06,78.90,53.00,-11.9,,"Strong Stage 2 (8/10) | Missing: Price > 50MA, RS Rating ≥ 70 (67)",""
4145.SR,"أو جي سي",25.16,stage1,2,25,-32.4,24.43,25.01,26.59,39.00,22.70,-35.5,,"Weak / declining (2/10)",""
4146.SR,"جاز",16.93,potential,8,88,5.1,15.79,14.23,14.9,18.24,12.02,-7.2,,"Strong Stage 2 (8/10) | Missing: 150MA > 200MA, 200MA trending up",""
4147.SR,"سي جي إس",6.52,stage1,0,0,0.0,7.5,7.98,,10.95,6.39,-40.5,,"Weak / declining (0/10)",""
4148.SR,"الوسائل الصناعية",2.70,stage4,0,40,-26.3,2.74,2.98,3.16,4.13,2.48,-34.6,,"Weak / declining (0/10)",""
1831.SR,"مهارة",5.01,stage2,9,90,27.4,5.07,4.9,4.74,5.47,3.48,-8.4,,"Textbook Stage 2 (9/10) | Missing: Price > 50MA",""
1832.SR,"صدر",2.73,stage1,4,52,-10.6,2.69,2.68,2.74,3.17,2.36,-13.9,,"Basing (4/10)",""
1833.SR,"الموارد",102.20,stage2,9,81,0.2,95.85,91.3,93.8,111.53,73.00,-8.4,,"Textbook Stage 2 (9/10) | Missing: 150MA > 200MA",""
1834.SR,"سماسكو",6.22,stage2,9,79,0.3,6.04,5.67,5.7,6.59,4.89,-5.6,,"Textbook Stage 2 (9/10) | Missing: 150MA > 200MA",""
1835.SR,"تمكين",45.98,stage1,1,50,-18.2,45.52,48.39,50.61,62.90,43.20,-26.9,,"Weak / declining (1/10)",""
4270.SR,"طباعة وتغليف",7.33,stage4,0,2,-45.4,7.3,7.62,8.16,13.87,6.19,-47.2,,"Weak / declining (0/10)",""
6004.SR,"كاتريون",75.85,stage1,1,20,-37.5,74.37,75.25,79.49,126.40,67.50,-40.0,,"Weak / declining (1/10)",""
2190.SR,"سيسكو القابضة",33.50,potential,7,61,-4.0,35.09,32.04,32.62,38.38,25.30,-12.7,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, Price > 50MA, RS Rating ≥ 70 (61)",""
4031.SR,"الخدمات الأرضية",31.20,stage4,0,10,-39.8,31.46,33.38,35.85,51.70,29.26,-39.7,,"Weak / declining (0/10)",""
4040.SR,"سابتكو",11.25,stage1,5,37,-22.9,11.22,10.24,10.69,15.00,8.00,-25.0,,"Basing (5/10)",""
4260.SR,"بدجت السعودية",30.18,stage4,0,2,-44.0,34.38,40.92,44.1,59.21,30.00,-49.0,,"Weak / declining (0/10)",""
4261.SR,"ذيب",23.30,stage4,0,1,-47.1,25.5,30.92,33.75,45.73,23.06,-49.1,,"Weak / declining (0/10)",""
4262.SR,"لومي",32.52,stage4,0,3,-47.9,35.1,40.68,45.15,65.00,31.82,-50.0,,"Weak / declining (0/10)",""
4263.SR,"سال",177.50,potential,8,73,-2.3,171.98,168.32,169.41,192.00,148.20,-7.6,,"Strong Stage 2 (8/10) | Missing: 150MA > 200MA, 25%+ above 52W low",""
4264.SR,"طيران ناس",55.85,stage1,1,46,-28.4,53.58,56.58,60.94,82.80,48.20,-32.5,,"Weak / declining (1/10)",""
4265.SR,"شري",23.78,stage1,0,0,0.0,24.95,25.75,,31.68,22.42,-24.9,,"Weak / declining (0/10)",""
1213.SR,"نسيج",31.38,stage1,3,5,-72.4,23.84,26.62,34.74,110.80,20.00,-71.7,,"Weak / declining (3/10)",""
2130.SR,"صدق",17.17,stage1,6,76,-50.8,14.38,12.38,14.79,35.70,9.16,-51.9,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, 50MA > 200MA, Within 25% of 52W high",""
2340.SR,"ارتيكس",11.51,stage1,5,54,-15.1,10.63,10.48,10.98,14.78,9.01,-22.1,,"Basing (5/10)",""
4011.SR,"لازوردي",11.16,stage4,1,34,-17.6,11.22,11.5,11.71,13.89,10.90,-19.7,,"Weak / declining (1/10)",""
4012.SR,"الأصيل",3.69,potential,7,53,-11.8,3.69,3.59,3.58,4.24,3.18,-13.0,,"Near Stage 2 (7/10) | Missing: Price > 50MA, 25%+ above 52W low, RS Rating ≥ 70 (53)",""
4180.SR,"مجموعة فتيحي",2.46,stage4,0,16,-32.2,2.46,2.63,2.75,3.75,2.28,-34.4,,"Weak / declining (0/10)",""
1810.SR,"سيرا",20.96,stage4,0,30,-24.4,22.16,24.8,26.76,34.59,20.62,-39.4,,"Weak / declining (0/10)",""
1820.SR,"بان",2.05,potential,6,68,-15.8,1.99,1.89,1.93,2.69,1.64,-23.8,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, 25%+ above 52W low, RS Rating ≥ 70 (68)",""
1830.SR,"لجام للرياضة",78.95,stage4,0,6,-43.9,80.49,89.29,99.29,151.70,75.70,-48.0,,"Weak / declining (0/10)",""
4170.SR,"شمس",17.31,potential,7,92,-8.1,16.46,14.46,14.73,24.40,10.50,-29.1,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, 200MA trending up, Within 25% of 52W high",""
4290.SR,"الخليج للتدريب",15.35,stage4,0,7,-42.1,15.4,17.68,19.69,29.38,14.53,-47.8,,"Weak / declining (0/10)",""
4291.SR,"الوطنية للتعليم",130.90,stage1,2,49,-22.6,124.22,125.32,134.39,183.00,105.80,-28.5,,"Weak / declining (2/10)",""
4292.SR,"عطاء",50.10,stage4,0,24,-24.6,52.13,54.47,57.07,70.60,49.38,-29.0,,"Weak / declining (0/10)",""
6002.SR,"هرفي للأغذية",14.62,stage4,0,16,-39.1,14.91,14.97,16.16,26.36,12.90,-44.5,,"Weak / declining (0/10)",""
6012.SR,"ريدان",14.98,stage1,1,1,-51.8,14.56,18.38,21.16,32.40,13.00,-53.8,,"Weak / declining (1/10)",""
6013.SR,"التطويرية الغذائية",103.60,stage1,2,59,-8.8,92.53,97.55,105.97,149.70,82.10,-30.8,,"Weak / declining (2/10)",""
6014.SR,"الآمار",39.78,stage4,0,18,-27.9,41.63,42.09,43.5,57.60,37.68,-30.9,,"Weak / declining (0/10)",""
6015.SR,"أمريكانا (شركة أجنبية)",2.07,potential,7,66,-9.7,1.97,1.86,1.89,2.43,1.62,-14.8,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, 200MA trending up, RS Rating ≥ 70 (66)",""
6016.SR,"برغرايززر",7.73,stage4,0,31,-28.1,7.76,8.28,8.68,11.31,7.10,-31.7,,"Weak / declining (0/10)",""
6017.SR,"جاهز",13.72,stage1,2,20,-51.2,13.38,13.9,15.28,28.46,10.72,-51.8,,"Weak / declining (2/10)",""
6018.SR,"الأندية للرياضة",6.94,stage4,0,0,0.0,6.91,7.5,8.14,13.46,6.33,-48.4,,"Weak / declining (0/10)",""
6019.SR,"المسار الشامل",23.83,stage1,4,0,0.0,22.18,22.53,,28.18,18.33,-15.4,,"Basing (4/10)",""
4070.SR,"تهامة",16.80,stage1,3,43,-43.4,15.58,15.43,17.83,31.00,13.90,-45.8,,"Weak / declining (3/10)",""
4071.SR,"العربية",90.65,stage4,1,20,-15.3,95.91,110.16,110.65,131.60,79.70,-31.1,,"Weak / declining (1/10)",""
4072.SR,"مجموعة إم بي سي",22.90,stage4,0,8,-34.8,24.58,27.47,29.04,38.00,22.87,-39.7,,"Weak / declining (0/10)",""
4210.SR,"الأبحاث والإعلام",71.35,stage4,0,1,-62.6,76.9,94.98,112.65,202.10,70.50,-64.7,,"Weak / declining (0/10)",""
4003.SR,"إكسترا",72.85,stage4,1,37,-18.8,76.83,81.77,83.85,93.50,72.25,-22.1,,"Weak / declining (1/10)",""
4008.SR,"ساكو",23.35,stage4,0,28,-20.3,23.47,24.76,25.94,33.34,21.01,-30.0,,"Weak / declining (0/10)",""
4050.SR,"ساسكو",45.06,stage4,0,16,-22.1,47.63,51.36,54.78,73.45,41.74,-38.7,,"Weak / declining (0/10)",""
4051.SR,"باعظيم",5.57,stage4,1,66,-7.5,5.65,5.83,5.99,7.10,4.90,-21.5,,"Weak / declining (1/10)",""
4190.SR,"جرير",16.73,stage2,10,94,32.6,15.77,14.43,14.2,16.93,12.26,-1.2,NEAR HIGH,"Textbook Stage 2 (10/10)",""
4191.SR,"أبو معطي",43.04,stage1,4,81,4.8,43.03,43.59,44.54,53.95,33.24,-20.2,,"Basing (4/10)",""
4192.SR,"السيف غاليري",6.84,stage1,5,62,-4.7,6.91,6.6,6.61,7.30,6.11,-6.3,,"Basing (5/10)",""
4193.SR,"نايس ون",13.97,stage4,0,8,-60.5,13.82,14.9,16.85,35.28,11.43,-60.4,,"Weak / declining (0/10)",""
4194.SR,"محطة البناء",44.94,stage1,1,0,0.0,43.77,48.53,53.11,93.00,40.48,-51.7,,"Weak / declining (1/10)",""
4240.SR,"سينومي ريتيل",14.27,stage1,1,4,-57.0,14.27,16.04,17.86,35.38,12.24,-59.7,,"Weak / declining (1/10)",""
4001.SR,"أسواق ع العثيم",5.84,stage4,0,34,-24.6,5.95,6.13,6.42,7.95,5.75,-26.5,,"Weak / declining (0/10)",""
4006.SR,"أسواق المزرعة",12.92,stage4,0,26,-28.0,12.95,13.36,14.03,18.59,11.82,-30.5,,"Weak / declining (0/10)",""
4061.SR,"أنعام القابضة",12.36,stage3,4,53,-25.2,10.99,11.17,11.97,17.52,9.31,-29.5,,"Basing (4/10)",""
4160.SR,"ثمار",36.10,stage1,3,75,-0.3,33.65,34.87,36.46,50.85,28.90,-29.0,,"Weak / declining (3/10)",""
4161.SR,"بن داود",4.88,stage4,2,46,-21.0,4.96,4.82,4.97,6.69,4.10,-27.1,,"Weak / declining (2/10)",""
4162.SR,"المنجم",61.60,potential,7,61,-22.0,62.01,55.35,55.71,79.50,47.00,-22.5,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, Price > 50MA, RS Rating ≥ 70 (61)",""
4163.SR,"الدواء",43.70,stage4,0,5,-45.1,46.03,48.98,52.41,80.05,43.00,-45.4,,"Weak / declining (0/10)",""
4164.SR,"النهدي",93.55,stage4,0,19,-27.7,97.58,99.1,102.64,132.10,91.00,-29.2,,"Weak / declining (0/10)",""
2050.SR,"مجموعة صافولا",29.34,stage2,9,86,8.4,28.05,25.22,25.25,30.30,20.45,-3.2,,"Textbook Stage 2 (9/10) | Missing: 150MA > 200MA",""
2100.SR,"وفرة",23.20,stage3,4,52,-26.7,20.6,20.68,21.9,30.70,17.22,-24.4,,"Basing (4/10)",""
2270.SR,"سدافكو",217.80,stage4,0,42,-22.9,217.66,220.49,231.31,297.20,187.00,-26.7,,"Weak / declining (0/10)",""
2280.SR,"المراعي",44.78,stage1,5,56,-6.9,44.53,43.6,44.56,54.05,38.18,-17.2,,"Basing (5/10)",""
2281.SR,"تنمية",57.30,stage4,2,11,-41.1,59.73,58.29,61.72,98.90,44.60,-42.1,,"Weak / declining (2/10)",""
2282.SR,"نقي",55.00,stage1,5,75,-0.2,53.45,54.68,54.59,64.80,49.06,-15.1,,"Basing (5/10)",""
2283.SR,"المطاحن الأولى",55.50,stage2,9,71,-1.6,53.01,51.6,51.58,60.20,45.10,-7.8,,"Textbook Stage 2 (9/10) | Missing: 25%+ above 52W low",""
2284.SR,"المطاحن الحديثة",28.74,stage1,4,60,-15.0,28.62,28.16,29.39,35.72,24.90,-19.5,,"Basing (4/10)",""
2285.SR,"المطاحن العربية",48.04,stage2,9,89,1.3,45.73,41.2,41.2,50.00,35.60,-3.9,,"Textbook Stage 2 (9/10) | Missing: 150MA > 200MA",""
2286.SR,"المطاحن الرابعة",4.18,stage2,9,81,2.2,4.14,3.85,3.84,4.42,3.45,-5.4,,"Textbook Stage 2 (9/10) | Missing: 25%+ above 52W low",""
2287.SR,"إنتاج",24.56,stage4,0,8,-45.9,25.33,27.39,30.06,45.70,23.70,-46.3,,"Weak / declining (0/10)",""
2288.SR,"نفوذ",7.30,stage4,0,4,-45.3,7.6,8.55,9.31,13.98,7.21,-47.8,,"Weak / declining (0/10)",""
4080.SR,"سناد القابضة",8.89,stage4,2,45,-24.2,8.92,8.66,9,11.80,7.58,-24.7,,"Weak / declining (2/10)",""
6001.SR,"حلواني إخوان",32.74,stage1,2,37,-25.9,31.52,31.83,33.19,47.76,27.00,-31.4,,"Weak / declining (2/10)",""
6010.SR,"نادك",15.89,stage4,0,22,-27.1,16.33,17.29,18.08,22.70,15.54,-30.0,,"Weak / declining (0/10)",""
6020.SR,"جاكو",13.28,stage1,1,31,-24.3,12.4,14.04,14.94,19.55,11.68,-32.1,,"Weak / declining (1/10)",""
6040.SR,"تبوك الزراعية",7.17,stage1,1,13,-39.4,6.37,6.9,7.51,11.94,5.80,-39.9,,"Weak / declining (1/10)",""
6050.SR,"الأسماك",78.25,stage3,5,97,-29.7,46.56,50.9,59.42,107.00,38.16,-26.9,,"Basing (5/10)",""
6060.SR,"الشرقية للتنمية",15.09,stage1,2,58,-21.4,12.55,13.07,13.76,18.30,11.50,-17.5,,"Weak / declining (2/10)",""
6070.SR,"الجوف",42.44,stage4,2,49,-5.0,43.77,46.7,46.21,53.90,40.74,-21.3,,"Weak / declining (2/10)",""
6090.SR,"جازادكو",8.42,stage4,0,27,-27.1,8.23,8.37,8.76,11.50,7.55,-26.8,,"Weak / declining (0/10)",""
2140.SR,"أيان",11.13,stage4,0,46,-21.5,10.91,11.37,11.9,14.60,10.15,-23.8,,"Weak / declining (0/10)",""
2230.SR,"الكيميائية",8.17,stage2,9,86,6.6,8.42,7.72,7.63,8.98,6.06,-9.0,,"Textbook Stage 2 (9/10) | Missing: Price > 50MA",""
4002.SR,"المواساة",62.95,stage4,1,33,-21.4,65.47,67.35,68.88,80.70,58.65,-22.0,,"Weak / declining (1/10)",""
4004.SR,"دله الصحية",110.30,stage4,0,36,-13.7,112.56,118.42,124.61,157.30,90.00,-29.9,,"Weak / declining (0/10)",""
4005.SR,"رعاية",106.20,stage1,1,8,-36.6,105.26,127.69,136.67,183.50,94.90,-42.1,,"Weak / declining (1/10)",""
4007.SR,"الحمادي",27.80,stage1,3,43,-26.1,26.95,26.75,28.15,38.80,23.42,-28.4,,"Weak / declining (3/10)",""
4009.SR,"السعودي الألماني الصحية",32.14,stage4,0,10,-46.8,33.37,34.13,37.52,60.70,28.66,-47.1,,"Weak / declining (0/10)",""
4013.SR,"سليمان الحبيب",212.10,stage4,1,21,-19.9,219.16,241.01,246.47,281.20,210.10,-24.6,,"Weak / declining (1/10)",""
4014.SR,"دار المعدات",29.52,stage4,0,35,-24.3,30.33,31.04,32.48,41.00,26.00,-28.0,,"Weak / declining (0/10)",""
4017.SR,"فقيه الصحية",36.98,potential,8,71,-9.1,36.42,34.57,35.91,42.84,27.20,-13.7,,"Strong Stage 2 (8/10) | Missing: 150MA > 200MA, 200MA trending up",""
4018.SR,"الموسى",118.90,stage4,0,24,-28.2,121.68,141.73,152.21,212.00,110.00,-43.9,,"Weak / declining (0/10)",""
4019.SR,"اس ام سي للرعاية الصحية",16.77,stage4,0,25,-24.4,17.08,18.39,18.66,23.24,16.56,-27.8,,"Weak / declining (0/10)",""
4021.SR,"المركز الكندي الطبي",5.54,stage4,0,51,-19.6,5.58,5.94,6.69,9.30,5.18,-40.4,,"Weak / declining (0/10)",""
2070.SR,"الدوائية",28.42,stage1,5,76,11.5,29.09,28.8,28.91,33.12,24.00,-14.2,,"Basing (5/10)",""
4015.SR,"جمجوم فارما",155.50,potential,6,69,-11.2,156.95,146.89,148.61,181.30,125.00,-14.2,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, Price > 50MA, 25%+ above 52W low, RS Rating ≥ 70 (69)",""
4016.SR,"أفالون فارما",60.75,stage4,0,57,-15.6,59.77,61.26,64.18,79.09,53.89,-23.2,,"Weak / declining (0/10)",""
1010.SR,"الرياض",20.05,stage1,3,51,-6.0,20.45,20.74,20.57,22.41,18.98,-10.5,,"Weak / declining (3/10)",""
1020.SR,"الجزيرة",11.73,stage1,5,65,-6.7,11.63,11.59,11.76,13.31,10.81,-11.9,,"Basing (5/10)",""
1030.SR,"الإستثمار",13.23,stage4,2,58,-9.7,13.35,13.32,13.38,14.81,12.26,-10.7,,"Weak / declining (2/10)",""
1050.SR,"بي اس اف",19.16,stage2,9,80,7.1,19.23,18.72,18.4,20.99,15.49,-8.7,,"Textbook Stage 2 (9/10) | Missing: 25%+ above 52W low",""
1060.SR,"الأول",32.78,stage1,4,53,-2.9,33.78,34.2,33.62,37.92,29.90,-13.6,,"Basing (4/10)",""
1080.SR,"العربي",21.04,stage4,1,67,-2.1,21.27,21.38,21.99,26.26,19.60,-19.9,,"Weak / declining (1/10)",""
1120.SR,"الراجحي",65.85,stage4,2,66,2.9,66.95,67.92,68.03,73.40,60.10,-10.3,,"Weak / declining (2/10)",""
