Ticker,Company,Price,Stage,Score,RS,12m%,50MA,150MA,200MA,52W High,52W Low,% from High,New 52W High,Notes,AI Notes
2210.SR,"نماء للكيماويات",18.74,stage4,0,0,-28.1,19.25,21.45,22.65,29.48,18.74,-36.4,,"Declining (0/10) · RS unknown",""
2220.SR,"معدنية",12.27,stage4,1,0,-4.9,12.23,12.86,13.84,18.50,11.17,-33.7,,"Declining (1/10) · RS unknown",""
2223.SR,"لوبريف",127.30,stage2,9,0,34.3,121.73,105.62,101.65,130.80,81.45,-2.7,,"Strong Stage 2 (9/10) · RS unknown | Missing: RS≥70",""
2240.SR,"صناعات",34.14,stage4,2,0,-10.2,35.6,36.93,36.18,47.96,20.66,-28.8,,"Declining (2/10) · RS unknown",""
2250.SR,"المجموعة السعودية",14.10,stage4,2,0,-16.2,14.21,13.32,14.33,20.00,11.79,-29.5,,"Declining (2/10) · RS unknown",""
2290.SR,"ينساب",32.56,potential,7,0,13.1,34.45,31,31.59,38.44,24.69,-15.3,,"Near Stage 2 (7/10) · RS unknown | Missing: 150>200, P>50MA, RS≥70",""
2300.SR,"صناعة الورق",58.10,potential,7,0,-3.2,58.76,57.15,56.6,66.80,49.02,-13.0,,"Near Stage 2 (7/10) · RS unknown | Missing: P>50MA, 30%>Low, RS≥70",""
2310.SR,"سبكيم العالمية",14.46,stage4,1,0,-24.2,15.41,15.37,16.26,21.23,13.50,-31.9,,"Declining (1/10) · RS unknown",""
2330.SR,"المتقدمة",25.70,stage4,0,0,-9.3,26.76,26.79,28.89,38.64,22.13,-33.5,,"Declining (0/10) · RS unknown",""
2350.SR,"كيان السعودية",5.77,potential,7,0,28.5,5.68,5.23,5.32,6.41,4.49,-10.0,,"Near Stage 2 (7/10) · RS unknown | Missing: 150>200, 30%>Low, RS≥70",""
2360.SR,"الفخارية",17.56,stage4,0,0,-34.6,17.7,19.53,21.35,32.42,16.74,-45.8,,"Declining (0/10) · RS unknown",""
3002.SR,"أسمنت نجران",5.90,stage4,0,0,-24.8,5.96,6.32,6.65,8.46,5.90,-30.3,,"Declining (0/10) · RS unknown",""
3003.SR,"أسمنت المدينة",12.20,stage4,0,0,-24.5,12.21,12.55,13.15,17.96,11.29,-32.1,,"Declining (0/10) · RS unknown",""
3004.SR,"أسمنت الشمالية",6.92,stage4,1,0,-7.4,6.98,7.04,7.25,8.65,6.83,-20.0,,"Declining (1/10) · RS unknown",""
3005.SR,"أسمنت ام القرى",13.90,stage1,6,0,-11.2,13.25,12.78,13.15,17.26,11.84,-19.5,,"Basing (6/10) · RS unknown | Missing: 150>200, 200MA↑, 30%>Low, RS≥70",""
3007.SR,"الواحة",2.58,potential,7,0,5.3,2.54,2.44,2.46,2.98,2.13,-13.4,,"Near Stage 2 (7/10) · RS unknown | Missing: 150>200, 30%>Low, RS≥70",""
3008.SR,"الكثيري",1.75,stage4,1,0,-9.3,1.84,1.93,1.98,2.29,1.75,-23.6,,"Declining (1/10) · RS unknown",""
3010.SR,"أسمنت العربية",22.77,potential,7,0,1.6,22.99,22.34,22.23,24.39,20.60,-6.6,,"Near Stage 2 (7/10) · RS unknown | Missing: P>50MA, 30%>Low, RS≥70",""
3020.SR,"أسمنت اليمامة",24.75,stage4,0,0,-23.6,24.93,24.97,26,36.80,22.70,-32.7,,"Declining (0/10) · RS unknown",""
3030.SR,"أسمنت السعودية",32.12,stage4,1,0,-17.1,33.2,34.25,35.38,41.58,31.88,-22.8,,"Declining (1/10) · RS unknown",""
3040.SR,"أسمنت القصيم",46.10,potential,8,0,-6.2,44.57,43.18,42.93,51.70,41.00,-10.8,,"Near Stage 2 (8/10) · RS unknown | Missing: 30%>Low, RS≥70",""
3050.SR,"أسمنت الجنوب",20.00,stage4,0,0,-26.9,20.71,21.8,22.78,30.00,20.00,-33.3,,"Declining (0/10) · RS unknown",""
3060.SR,"أسمنت ينبع",16.50,potential,7,0,-15.6,15.62,15.15,15.47,20.88,14.19,-21.0,,"Near Stage 2 (7/10) · RS unknown | Missing: 150>200, 30%>Low, RS≥70",""
3080.SR,"أسمنت الشرقية",24.99,stage1,5,0,-16.3,24.28,24.03,24.54,32.06,22.65,-22.1,,"Basing (5/10) · RS unknown",""
3090.SR,"أسمنت تبوك",7.99,stage4,0,0,-21.4,8,8.56,8.94,11.60,7.90,-31.1,,"Declining (0/10) · RS unknown",""
3091.SR,"أسمنت الجوف",4.95,stage4,0,0,-35.3,5,5.66,5.96,9.00,4.86,-45.0,,"Declining (0/10) · RS unknown",""
3092.SR,"أسمنت الرياض",22.20,stage4,0,0,-29.3,23.08,23.71,24.5,33.00,22.20,-32.7,,"Declining (0/10) · RS unknown",""
1212.SR,"أسترا الصناعية",132.90,stage4,1,0,-7.1,137.45,140.16,140.55,161.70,128.10,-17.8,,"Declining (1/10) · RS unknown",""
1214.SR,"شاكر",15.01,stage4,0,0,-28.5,15.38,16.86,18.1,24.82,14.62,-39.5,,"Declining (0/10) · RS unknown",""
1302.SR,"بوان",44.90,stage4,1,0,-5.7,43.73,46.24,48.5,61.85,38.25,-27.4,,"Declining (1/10) · RS unknown",""
1303.SR,"صناعات كهربائية",16.08,potential,8,0,122.1,16.95,14.43,13.52,19.90,5.36,-19.2,,"Near Stage 2 (8/10) · RS unknown | Missing: P>50MA, RS≥70",""
2040.SR,"الخزف السعودي",27.80,stage4,3,0,8.6,28.68,27.96,28.55,34.64,25.60,-19.7,,"Declining (3/10) · RS unknown",""
2110.SR,"الكابلات السعودية",145.00,stage4,4,0,10.0,151.26,151.75,150.45,175.90,59.80,-17.6,,"Declining (4/10) · RS unknown",""
2160.SR,"أميانتيت",13.99,stage4,0,0,-24.8,14.44,14.98,16.3,23.60,12.40,-40.7,,"Declining (0/10) · RS unknown",""
2320.SR,"البابطين",67.40,stage2,9,0,37.4,66.81,66.06,64.61,72.00,35.20,-6.4,,"Strong Stage 2 (9/10) · RS unknown | Missing: RS≥70",""
2370.SR,"مسك",33.30,potential,8,0,14.0,31.45,25.48,26.47,35.20,19.75,-5.4,,"Near Stage 2 (8/10) · RS unknown | Missing: 150>200, RS≥70",""
4110.SR,"باتك",2.18,stage1,5,0,6.9,2.21,2.11,2.14,2.57,1.91,-15.2,,"Basing (5/10) · RS unknown",""
4140.SR,"صادرات",2.37,potential,8,0,19.1,2.35,2.32,2.26,2.98,1.88,-20.5,,"Near Stage 2 (8/10) · RS unknown | Missing: 30%>Low, RS≥70",""
4141.SR,"العمران",20.80,stage4,0,0,-19.2,21.27,23.14,24.74,33.70,20.22,-38.3,,"Declining (0/10) · RS unknown",""
4142.SR,"كابلات الرياض",117.30,stage4,1,0,-11.1,120.64,122.95,125.03,147.70,92.60,-20.6,,"Declining (1/10) · RS unknown",""
4143.SR,"تالكو",36.44,stage1,5,0,-10.4,35.54,34.56,36.1,45.62,29.00,-20.1,,"Basing (5/10) · RS unknown",""
4144.SR,"رؤوم",70.55,potential,7,0,18.2,72.51,64.38,63.57,78.90,54.65,-10.6,,"Near Stage 2 (7/10) · RS unknown | Missing: P>50MA, 30%>Low, RS≥70",""
4145.SR,"أو جي سي",23.72,stage4,0,0,-15.1,24.87,25.27,26.88,39.00,23.05,-39.2,,"Declining (0/10) · RS unknown",""
4146.SR,"جاز",15.15,stage1,6,0,0.9,14.62,14.17,14.89,17.99,9.69,-15.8,,"Basing (6/10) · RS unknown | Missing: 150>200, 200MA↑, 50>200, RS≥70",""
4147.SR,"سي جي إس",7.89,stage4,1,0,0.0,7.69,,,10.95,6.70,-27.9,,"Declining (1/10) · RS unknown",""
4148.SR,"الوسائل الصناعية",2.67,stage4,0,0,0.0,2.84,,,3.69,2.50,-27.6,,"Declining (0/10) · RS unknown",""
1831.SR,"مهارة",6.70,stage2,9,0,47.6,6.32,6.12,5.86,6.91,4.46,-3.0,,"Strong Stage 2 (9/10) · RS unknown | Missing: RS≥70",""
1832.SR,"صدر",2.71,stage4,3,0,-2.5,2.69,2.7,2.75,3.17,2.45,-14.5,,"Declining (3/10) · RS unknown",""
1833.SR,"الموارد",95.90,stage4,4,0,-3.9,90.32,91.34,92.71,111.53,75.45,-14.0,,"Declining (4/10) · RS unknown",""
1834.SR,"سماسكو",6.27,potential,7,0,11.8,5.84,5.58,5.67,6.55,5.08,-4.3,,"Near Stage 2 (7/10) · RS unknown | Missing: 150>200, 30%>Low, RS≥70",""
1835.SR,"تمكين",45.14,stage4,1,0,-11.8,44.98,48.97,51.29,62.90,43.54,-28.2,,"Declining (1/10) · RS unknown",""
4270.SR,"طباعة وتغليف",7.60,stage4,0,0,-22.5,7.65,7.81,8.48,13.87,6.73,-45.2,,"Declining (0/10) · RS unknown",""
6004.SR,"كاتريون",78.00,stage4,2,0,-29.5,73.31,76.21,81.18,126.40,69.05,-38.3,,"Declining (2/10) · RS unknown",""
2190.SR,"سيسكو القابضة",35.50,potential,8,0,36.0,33.94,31.66,32.41,38.38,26.08,-7.5,,"Near Stage 2 (8/10) · RS unknown | Missing: 150>200, RS≥70",""
4031.SR,"الخدمات الأرضية",32.16,stage4,1,0,-28.5,31.89,34.3,36.8,51.70,30.36,-37.8,,"Declining (1/10) · RS unknown",""
4040.SR,"سابتكو",11.68,potential,7,0,-6.0,11.34,10.19,10.82,15.00,8.25,-22.1,,"Near Stage 2 (7/10) · RS unknown | Missing: 150>200, 200MA↑, RS≥70",""
4260.SR,"بدجت السعودية",34.26,stage4,0,0,-30.8,37.04,42.61,45.58,59.21,32.92,-42.1,,"Declining (0/10) · RS unknown",""
4261.SR,"ذيب",25.70,stage4,0,0,-39.3,27.11,32.53,35.12,45.73,25.16,-43.8,,"Declining (0/10) · RS unknown",""
4262.SR,"لومي",35.38,stage4,0,0,-35.0,36.89,42.76,47.14,65.00,34.10,-45.6,,"Declining (0/10) · RS unknown",""
4263.SR,"سال",169.80,stage1,6,0,1.4,167.26,166.96,168.92,192.00,157.00,-11.6,,"Basing (6/10) · RS unknown | Missing: 150>200, 50>200, 30%>Low, RS≥70",""
4264.SR,"طيران ناس",52.95,stage4,1,0,-28.6,51.93,57.44,62.46,84.10,49.50,-37.0,,"Declining (1/10) · RS unknown",""
4265.SR,"شري",25.42,stage4,1,0,0.0,25.65,,,31.68,23.81,-19.8,,"Declining (1/10) · RS unknown",""
1213.SR,"نسيج",22.86,stage4,0,0,-68.9,23.85,28.68,39.65,110.80,20.55,-79.4,,"Declining (0/10) · RS unknown",""
2130.SR,"صدق",15.27,stage4,4,0,-37.0,12.97,12.14,15.7,35.70,9.34,-57.2,,"Declining (4/10) · RS unknown",""
2340.SR,"ارتيكس",10.70,stage4,2,0,-10.4,10.42,10.52,11.05,14.78,9.73,-27.6,,"Declining (2/10) · RS unknown",""
4011.SR,"لازوردي",11.38,stage4,1,0,-7.5,11.44,11.6,11.86,13.89,11.06,-18.1,,"Declining (1/10) · RS unknown",""
4012.SR,"الأصيل",3.70,stage1,6,0,-3.1,3.7,3.56,3.58,4.24,3.29,-12.7,,"Basing (6/10) · RS unknown | Missing: 150>200, 200MA↑, 30%>Low, RS≥70",""
4180.SR,"مجموعة فتيحي",2.48,stage4,0,0,-20.3,2.54,2.68,2.8,3.75,2.41,-33.9,,"Declining (0/10) · RS unknown",""
1810.SR,"سيرا",22.03,stage4,1,0,-6.2,21.69,23.74,25.23,31.60,19.45,-30.3,,"Declining (1/10) · RS unknown",""
1820.SR,"بان",1.94,stage4,4,0,3.2,1.91,1.86,1.94,2.69,1.66,-27.9,,"Declining (4/10) · RS unknown",""
1830.SR,"لجام للرياضة",82.20,stage4,0,0,-30.6,83.4,92.68,103.84,151.70,77.75,-45.8,,"Declining (0/10) · RS unknown",""
4170.SR,"شمس",16.81,stage1,6,0,15.1,15.87,13.99,14.79,24.40,10.68,-31.1,,"Basing (6/10) · RS unknown | Missing: 150>200, 200MA↑, <25%High, RS≥70",""
4290.SR,"الخليج للتدريب",15.38,stage4,0,0,-33.6,15.81,18.33,20.36,29.38,15.24,-47.7,,"Declining (0/10) · RS unknown",""
4291.SR,"الوطنية للتعليم",121.20,stage4,1,0,-15.8,118.87,126.53,135.68,183.00,110.30,-33.8,,"Declining (1/10) · RS unknown",""
4292.SR,"عطاء",51.80,stage4,0,0,-14.8,53.8,55.45,57.85,70.60,51.30,-26.6,,"Declining (0/10) · RS unknown",""
6002.SR,"هرفي للأغذية",15.88,stage4,2,0,-21.5,15.15,15.29,16.72,26.36,13.68,-39.8,,"Declining (2/10) · RS unknown",""
6012.SR,"ريدان",14.04,stage4,0,0,-48.6,15.78,19.72,22.37,32.40,13.04,-56.7,,"Declining (0/10) · RS unknown",""
6013.SR,"التطويرية الغذائية",94.00,stage4,1,0,-0.6,92.45,99.69,108.05,149.70,85.50,-37.2,,"Declining (1/10) · RS unknown",""
6014.SR,"الآمار",41.84,stage4,1,0,-21.8,42.99,42.52,44.25,61.00,39.18,-31.4,,"Declining (1/10) · RS unknown",""
6015.SR,"أمريكانا (شركة أجنبية)",1.98,stage1,6,0,-2.9,1.93,1.84,1.88,2.43,1.63,-18.5,,"Basing (6/10) · RS unknown | Missing: 150>200, 200MA↑, 30%>Low, RS≥70",""
6016.SR,"برغرايززر",8.05,stage4,1,0,-14.7,7.91,8.47,8.86,11.31,6.75,-28.8,,"Declining (1/10) · RS unknown",""
6017.SR,"جاهز",14.35,stage4,2,0,-41.1,13.17,14.23,15.86,28.46,11.09,-49.6,,"Declining (2/10) · RS unknown",""
6018.SR,"الأندية للرياضة",7.02,stage4,1,0,0.0,7,7.72,8.38,13.46,6.54,-47.8,,"Declining (1/10) · RS unknown",""
6019.SR,"المسار الشامل",22.30,stage4,2,0,0.0,21.53,,,28.18,20.53,-20.9,,"Declining (2/10) · RS unknown",""
4070.SR,"تهامة",15.46,stage4,1,0,-42.5,14.81,15.74,18.6,31.00,14.03,-50.1,,"Declining (1/10) · RS unknown",""
4071.SR,"العربية",94.45,stage4,2,0,1.2,102.5,112.77,110.64,131.60,81.50,-28.2,,"Declining (2/10) · RS unknown",""
4072.SR,"مجموعة إم بي سي",25.28,stage4,0,0,-22.2,25.74,28.37,29.81,44.40,24.70,-43.1,,"Declining (0/10) · RS unknown",""
4210.SR,"الأبحاث والإعلام",78.30,stage4,1,0,-52.0,78.22,102.23,120.53,202.10,74.00,-61.3,,"Declining (1/10) · RS unknown",""
4003.SR,"إكسترا",77.40,stage4,1,0,-8.2,79.76,83.54,84.87,93.50,77.40,-17.2,,"Declining (1/10) · RS unknown",""
4008.SR,"ساكو",23.15,stage4,0,0,-12.0,24.04,25.16,26.3,33.34,22.30,-30.6,,"Declining (0/10) · RS unknown",""
4050.SR,"ساسكو",47.54,stage4,0,0,-12.9,48.95,52.5,55.21,73.45,42.32,-35.3,,"Declining (0/10) · RS unknown",""
4051.SR,"باعظيم",5.72,stage4,3,0,10.4,5.71,5.91,6.02,7.10,5.18,-19.4,,"Declining (3/10) · RS unknown",""
4190.SR,"جرير",16.10,stage2,9,0,32.6,15.3,14.07,13.98,16.15,12.06,-0.3,NEAR HIGH,"Strong Stage 2 (9/10) · RS unknown | Missing: RS≥70",""
4191.SR,"أبو معطي",41.90,stage4,3,0,27.2,42.68,43.47,44.15,53.95,26.50,-22.3,,"Declining (3/10) · RS unknown",""
4192.SR,"السيف غاليري",6.93,stage1,6,0,1.9,6.88,6.56,6.61,7.34,6.16,-5.6,,"Basing (6/10) · RS unknown | Missing: 150>200, 200MA↑, 30%>Low, RS≥70",""
4193.SR,"نايس ون",14.20,stage4,1,0,-50.7,13.82,15.5,17.54,35.28,11.72,-59.8,,"Declining (1/10) · RS unknown",""
4194.SR,"محطة البناء",41.38,stage4,0,0,0.0,42.86,49.59,54.72,93.00,41.02,-55.5,,"Declining (0/10) · RS unknown",""
4240.SR,"سينومي ريتيل",12.87,stage4,1,0,-30.8,14.62,16.64,18.75,35.38,7.81,-63.6,,"Declining (1/10) · RS unknown",""
4001.SR,"أسواق ع العثيم",5.91,stage4,0,0,-22.6,6.01,6.22,6.54,8.15,5.90,-27.5,,"Declining (0/10) · RS unknown",""
4006.SR,"أسواق المزرعة",13.23,stage4,1,0,-13.5,13.14,13.57,14.33,18.60,12.53,-28.9,,"Declining (1/10) · RS unknown",""
4061.SR,"أنعام القابضة",11.29,stage4,1,0,-20.2,10.89,11.3,12.3,17.52,9.44,-35.6,,"Declining (1/10) · RS unknown",""
4160.SR,"ثمار",33.02,stage4,0,0,-2.3,33.24,35.34,37.18,50.85,30.78,-35.1,,"Declining (0/10) · RS unknown",""
4161.SR,"بن داود",4.99,stage4,3,0,-10.9,5.06,4.83,5.01,6.69,4.35,-25.4,,"Declining (3/10) · RS unknown",""
4162.SR,"المنجم",65.80,potential,8,0,2.7,59.59,54.69,55.42,79.50,48.86,-17.2,,"Near Stage 2 (8/10) · RS unknown | Missing: 150>200, RS≥70",""
4163.SR,"الدواء",48.02,stage4,0,0,-34.8,48.78,50.54,54.16,80.60,46.80,-40.4,,"Declining (0/10) · RS unknown",""
4164.SR,"النهدي",96.50,stage4,1,0,-21.9,101.09,100.09,104.05,132.10,92.90,-26.9,,"Declining (1/10) · RS unknown",""
2050.SR,"مجموعة صافولا",27.78,potential,7,0,4.8,26.97,24.71,24.75,29.20,21.53,-4.9,,"Near Stage 2 (7/10) · RS unknown | Missing: 150>200, 30%>Low, RS≥70",""
2100.SR,"وفرة",20.34,stage4,0,0,-21.6,20.91,20.92,22.35,30.70,18.03,-33.7,,"Declining (0/10) · RS unknown",""
2270.SR,"سدافكو",224.30,stage4,3,0,-14.1,216.4,222.92,234.82,297.20,190.50,-24.5,,"Declining (3/10) · RS unknown",""
2280.SR,"المراعي",45.00,stage1,5,0,-7.8,43.76,43.54,44.79,54.05,41.12,-16.7,,"Basing (5/10) · RS unknown",""
2281.SR,"تنمية",61.55,stage4,2,0,-30.7,61.58,58.97,63.56,98.90,47.80,-37.8,,"Declining (2/10) · RS unknown",""
2282.SR,"نقي",54.10,stage4,4,0,6.3,53.18,54.77,54.54,64.80,49.30,-16.5,,"Declining (4/10) · RS unknown",""
2283.SR,"المطاحن الأولى",53.10,stage1,6,0,4.7,53.56,51.22,51.47,60.20,46.12,-11.8,,"Basing (6/10) · RS unknown | Missing: 150>200, P>50MA, 30%>Low, RS≥70",""
2284.SR,"المطاحن الحديثة",29.04,stage4,4,0,-2.6,28.55,28.48,29.61,36.00,25.60,-19.3,,"Declining (4/10) · RS unknown",""
2285.SR,"المطاحن العربية",48.38,potential,8,0,25.3,43.88,40.46,40.76,50.00,36.64,-3.2,,"Near Stage 2 (8/10) · RS unknown | Missing: 150>200, RS≥70",""
2286.SR,"المطاحن الرابعة",4.13,potential,7,0,16.7,4.01,3.79,3.8,4.23,3.46,-2.4,,"Near Stage 2 (7/10) · RS unknown | Missing: 150>200, 30%>Low, RS≥70",""
2287.SR,"إنتاج",25.92,stage4,1,0,-34.5,25.85,28.49,31.14,45.70,24.52,-43.3,,"Declining (1/10) · RS unknown",""
2288.SR,"نفوذ",7.72,stage4,0,0,-37.2,7.88,8.99,9.62,13.98,7.38,-44.8,,"Declining (0/10) · RS unknown",""
4080.SR,"سناد القابضة",9.21,stage1,5,0,-5.3,8.96,8.74,9.14,11.80,7.65,-21.9,,"Basing (5/10) · RS unknown",""
6001.SR,"حلواني إخوان",31.38,stage4,0,0,-17.6,31.4,32.08,33.71,47.76,28.50,-34.3,,"Declining (0/10) · RS unknown",""
6010.SR,"نادك",16.79,stage4,1,0,-12.6,16.62,17.57,18.48,22.70,15.99,-26.0,,"Declining (1/10) · RS unknown",""
6020.SR,"جاكو",12.70,stage4,0,0,-19.6,12.83,14.46,15.36,19.55,11.91,-35.0,,"Declining (0/10) · RS unknown",""
6040.SR,"تبوك الزراعية",6.46,stage4,0,0,-35.3,6.46,7.1,7.78,11.94,5.80,-45.9,,"Declining (0/10) · RS unknown",""
6050.SR,"الأسماك",40.86,stage4,0,0,-54.2,41.87,52.34,61.84,107.00,38.54,-61.8,,"Declining (0/10) · RS unknown",""
6060.SR,"الشرقية للتنمية",12.62,stage4,1,0,-13.8,12.51,13.25,14.03,18.30,12.16,-31.0,,"Declining (1/10) · RS unknown",""
6070.SR,"الجوف",43.26,stage4,2,0,4.2,46.03,46.74,46.53,53.90,40.92,-19.7,,"Declining (2/10) · RS unknown",""
6090.SR,"جازادكو",8.29,stage4,0,0,-18.4,8.43,8.48,8.93,11.50,7.63,-27.9,,"Declining (0/10) · RS unknown",""
2140.SR,"أيان",11.01,stage4,2,0,-8.9,10.91,11.65,12.02,14.60,10.32,-24.6,,"Declining (2/10) · RS unknown",""
2230.SR,"الكيميائية",8.75,stage2,9,0,40.2,8.41,7.63,7.53,8.98,6.10,-2.6,,"Strong Stage 2 (9/10) · RS unknown | Missing: RS≥70",""
4002.SR,"المواساة",64.90,stage4,1,0,-7.7,67.48,67.89,69.47,80.70,62.05,-19.6,,"Declining (1/10) · RS unknown",""
4004.SR,"دله الصحية",105.40,stage4,0,0,-8.3,116.65,119.93,126.19,157.30,99.00,-33.0,,"Declining (0/10) · RS unknown",""
4005.SR,"رعاية",102.40,stage4,0,0,-33.9,110.83,131.4,140.9,183.50,98.15,-44.2,,"Declining (0/10) · RS unknown",""
4007.SR,"الحمادي",26.78,stage4,1,0,-24.8,26.35,26.81,28.46,38.80,24.38,-31.0,,"Declining (1/10) · RS unknown",""
4009.SR,"السعودي الألماني الصحية",32.52,stage4,1,0,-35.6,35.07,34.9,39.23,60.70,30.00,-46.4,,"Declining (1/10) · RS unknown",""
4013.SR,"سليمان الحبيب",217.50,stage4,1,0,-12.9,230.33,244.66,249.19,281.20,217.50,-22.7,,"Declining (1/10) · RS unknown",""
4014.SR,"دار المعدات",30.68,stage4,0,0,-8.4,30.74,31.43,32.98,41.00,26.98,-25.2,,"Declining (0/10) · RS unknown",""
4017.SR,"فقيه الصحية",35.72,stage4,4,0,-5.4,35.62,34.49,36.08,43.30,29.00,-17.5,,"Declining (4/10) · RS unknown",""
4018.SR,"الموسى",121.30,stage4,0,0,-22.2,127.47,147,155.75,212.00,117.20,-42.8,,"Declining (0/10) · RS unknown",""
4019.SR,"اس ام سي للرعاية الصحية",16.77,stage4,0,0,0.0,17.65,18.65,18.81,24.38,16.71,-31.2,,"Declining (0/10) · RS unknown",""
4021.SR,"المركز الكندي الطبي",5.67,stage4,1,0,-16.0,5.65,6.29,6.78,9.30,5.31,-39.0,,"Declining (1/10) · RS unknown",""
2070.SR,"الدوائية",28.80,stage1,5,0,25.9,29.85,28.79,28.91,33.12,22.78,-13.0,,"Basing (5/10) · RS unknown",""
4015.SR,"جمجوم فارما",156.10,stage1,6,0,-0.6,155.2,145.94,148.1,181.30,130.40,-13.9,,"Basing (6/10) · RS unknown | Missing: 150>200, 200MA↑, 30%>Low, RS≥70",""
4016.SR,"أفالون فارما",60.25,stage4,2,0,-7.2,59.7,62.17,64.95,79.09,55.54,-23.8,,"Declining (2/10) · RS unknown",""
1010.SR,"الرياض",20.31,stage1,5,0,0.5,20.81,20.65,20.51,22.41,18.23,-9.4,,"Basing (5/10) · RS unknown",""
1020.SR,"الجزيرة",11.50,stage4,2,0,-4.8,11.61,11.56,11.78,13.31,10.82,-13.6,,"Declining (2/10) · RS unknown",""
1030.SR,"الإستثمار",13.62,stage1,6,0,-2.9,13.45,13.32,13.42,14.81,12.18,-8.0,,"Basing (6/10) · RS unknown | Missing: 150>200, 200MA↑, 30%>Low, RS≥70",""
