Ticker,Company,Price,Stage,Score,RS,12m%,50MA,150MA,200MA,52W High,52W Low,% from High,New 52W High,Notes,AI Notes
1324.SR,"صالح الراشد",44.88,stage4,0,9,0.0,50.21,,,72.15,44.30,-37.8,,"Declining (0/10) · RS unknown",""
2001.SR,"كيمانول",8.87,stage1,6,38,-33.8,8.86,8.16,8.64,13.96,5.88,-36.5,,"Basing (6/10) · RS unknown | Missing: 150>200, 200MA↑, <25%High, RS≥70",""
2010.SR,"سابك",54.20,stage4,3,58,-3.7,57.15,56.23,56.9,64.00,48.20,-15.3,,"Declining (3/10) · RS unknown",""
2020.SR,"سابك للمغذيات الزراعية",128.40,stage1,6,79,16.5,135.73,130.22,127.58,159.30,103.00,-19.4,,"Basing (6/10) · RS unknown | Missing: P>150MA, P>50MA, 30%>Low, RS≥70",""
2060.SR,"التصنيع",9.48,stage4,4,74,-3.6,9.84,9.42,9.81,11.94,8.05,-20.6,,"Declining (4/10) · RS unknown",""
2090.SR,"جبسكو",14.04,stage4,0,10,-38.4,14.26,14.84,15.93,24.00,13.00,-41.5,,"Declining (0/10) · RS unknown",""
2150.SR,"زجاج",36.60,stage4,2,43,-18.4,37.02,36.85,37.69,45.92,34.00,-20.3,,"Declining (2/10) · RS unknown",""
2170.SR,"اللجين",27.50,stage4,4,32,-26.5,28.67,27.23,28.53,38.30,20.41,-28.2,,"Declining (4/10) · RS unknown",""
2180.SR,"فيبكو",31.62,stage1,5,65,-11.2,29,29.33,30.48,37.20,24.10,-15.0,,"Basing (5/10) · RS unknown",""
2200.SR,"أنابيب",7.46,stage2,9,96,15.5,7.24,5.86,5.8,7.97,4.26,-6.4,,"Strong Stage 2 (9/10) · RS unknown | Missing: RS≥70",""
2210.SR,"نماء للكيماويات",18.74,stage4,0,21,-33.1,18.97,21.04,22.33,29.48,18.56,-36.4,,"Declining (0/10) · RS unknown",""
2220.SR,"معدنية",11.90,stage4,0,39,-28.7,12.01,12.67,13.59,18.50,10.70,-35.7,,"Declining (0/10) · RS unknown",""
2223.SR,"لوبريف",117.00,potential,8,90,12.9,122.38,107.45,103.21,131.20,81.30,-10.8,,"Near Stage 2 (8/10) · RS unknown | Missing: P>50MA, RS≥70",""
2240.SR,"صناعات",34.30,stage4,2,33,-23.4,35.4,36.95,36.38,47.96,28.68,-28.5,,"Declining (2/10) · RS unknown",""
2250.SR,"المجموعة السعودية",13.98,stage4,3,60,-18.2,14.2,13.3,14.15,20.00,11.41,-30.1,,"Declining (3/10) · RS unknown",""
2290.SR,"ينساب",29.50,stage4,3,52,-3.2,32.97,30.82,31.33,38.44,24.00,-23.3,,"Declining (3/10) · RS unknown",""
2300.SR,"صناعة الورق",60.15,potential,8,75,-3.9,58.77,57.34,56.98,66.80,47.00,-10.0,,"Near Stage 2 (8/10) · RS unknown | Missing: 30%>Low, RS≥70",""
2310.SR,"سبكيم العالمية",14.00,stage4,0,17,-28.2,14.87,15.16,16.04,21.23,13.13,-34.1,,"Declining (0/10) · RS unknown",""
2330.SR,"المتقدمة",26.00,stage4,1,58,-14.6,26.47,26.41,28.59,38.64,21.55,-32.7,,"Declining (1/10) · RS unknown",""
2350.SR,"كيان السعودية",5.44,stage1,6,77,4.8,5.69,5.23,5.34,6.41,4.47,-15.1,,"Basing (6/10) · RS unknown | Missing: 150>200, P>50MA, 30%>Low, RS≥70",""
2360.SR,"الفخارية",16.11,stage4,0,3,-48.5,16.61,18.84,20.69,32.42,14.14,-50.3,,"Declining (0/10) · RS unknown",""
3002.SR,"أسمنت نجران",5.69,stage4,0,17,-31.5,5.87,6.23,6.54,8.46,5.64,-32.7,,"Declining (0/10) · RS unknown",""
3003.SR,"أسمنت المدينة",11.55,stage4,0,12,-34.6,12.01,12.44,12.95,17.89,10.90,-35.4,,"Declining (0/10) · RS unknown",""
3004.SR,"أسمنت الشمالية",6.90,stage4,1,47,-12.4,6.95,7.01,7.21,8.65,6.56,-20.2,,"Declining (1/10) · RS unknown",""
3005.SR,"أسمنت ام القرى",13.69,stage1,6,59,-20.1,13.56,12.84,13.1,17.21,11.08,-20.5,,"Basing (6/10) · RS unknown | Missing: 150>200, 200MA↑, 30%>Low, RS≥70",""
3007.SR,"الواحة",2.64,potential,7,82,-1.3,2.57,2.46,2.47,2.98,2.09,-11.4,,"Near Stage 2 (7/10) · RS unknown | Missing: 150>200, 30%>Low, RS≥70",""
3008.SR,"الكثيري",1.62,stage4,0,15,-27.0,1.75,1.9,1.95,2.29,1.60,-29.3,,"Declining (0/10) · RS unknown",""
3010.SR,"أسمنت العربية",23.50,potential,8,68,0.9,22.99,22.48,22.29,24.39,20.43,-3.6,,"Near Stage 2 (8/10) · RS unknown | Missing: 30%>Low, RS≥70",""
3020.SR,"أسمنت اليمامة",25.80,stage4,3,40,-28.1,25.19,25.17,25.82,36.80,22.59,-29.9,,"Declining (3/10) · RS unknown",""
3030.SR,"أسمنت السعودية",31.16,stage4,0,28,-21.4,32.29,33.82,34.98,41.58,29.74,-25.1,,"Declining (0/10) · RS unknown",""
3040.SR,"أسمنت القصيم",44.46,potential,7,52,-12.7,44.69,43.25,42.98,51.70,40.50,-14.0,,"Near Stage 2 (7/10) · RS unknown | Missing: P>50MA, 30%>Low, RS≥70",""
3050.SR,"أسمنت الجنوب",19.94,stage4,0,12,-30.2,20.43,21.6,22.47,29.18,19.92,-31.7,,"Declining (0/10) · RS unknown",""
3060.SR,"أسمنت ينبع",15.43,stage1,5,42,-22.8,15.7,15.12,15.39,20.50,13.87,-24.7,,"Basing (5/10) · RS unknown",""
3080.SR,"أسمنت الشرقية",26.36,stage1,6,61,-16.4,24.94,24.23,24.55,32.06,21.95,-17.8,,"Basing (6/10) · RS unknown | Missing: 150>200, 200MA↑, 30%>Low, RS≥70",""
3090.SR,"أسمنت تبوك",7.75,stage4,0,16,-29.5,7.92,8.43,8.82,11.24,7.70,-31.0,,"Declining (0/10) · RS unknown",""
3091.SR,"أسمنت الجوف",4.96,stage4,0,15,-34.7,5.01,5.54,5.88,7.86,4.68,-36.9,,"Declining (0/10) · RS unknown",""
3092.SR,"أسمنت الرياض",22.96,stage4,1,25,-26.5,22.96,23.68,24.23,33.00,22.01,-30.4,,"Declining (1/10) · RS unknown",""
1212.SR,"أسترا الصناعية",134.90,stage4,1,35,-15.0,135.81,140.13,140.61,161.70,120.30,-16.6,,"Declining (1/10) · RS unknown",""
1214.SR,"شاكر",14.22,stage4,0,6,-38.0,14.86,16.46,17.71,24.82,14.10,-42.7,,"Declining (0/10) · RS unknown",""
1302.SR,"بوان",42.72,stage4,0,24,-20.4,43.09,45.67,47.83,61.85,41.00,-30.9,,"Declining (0/10) · RS unknown",""
1303.SR,"صناعات كهربائية",15.81,potential,8,97,88.0,16.48,14.73,13.85,19.90,7.14,-20.6,,"Near Stage 2 (8/10) · RS unknown | Missing: P>50MA, RS≥70",""
2040.SR,"الخزف السعودي",27.08,stage4,2,45,-15.7,28.19,27.83,28.44,34.64,24.10,-21.8,,"Declining (2/10) · RS unknown",""
2110.SR,"الكابلات السعودية",178.00,stage2,9,89,25.7,161.35,156.27,153.71,190.60,124.80,-6.6,,"Strong Stage 2 (9/10) · RS unknown | Missing: RS≥70",""
2160.SR,"أميانتيت",13.55,stage4,0,19,-40.0,13.99,14.69,15.98,23.60,12.01,-42.6,,"Declining (0/10) · RS unknown",""
2320.SR,"البابطين",71.95,stage2,9,93,26.6,68.87,66.81,65.72,73.70,48.95,-2.4,,"Strong Stage 2 (9/10) · RS unknown | Missing: RS≥70",""
2370.SR,"مسك",32.10,potential,8,95,-4.2,31.98,26.01,26.62,35.20,18.21,-8.8,,"Near Stage 2 (8/10) · RS unknown | Missing: 150>200, RS≥70",""
4110.SR,"باتك",2.18,stage1,5,65,-9.9,2.19,2.11,2.14,2.57,1.87,-15.2,,"Basing (5/10) · RS unknown",""
4140.SR,"صادرات",2.35,potential,8,76,2.6,2.34,2.35,2.28,2.98,1.77,-21.1,,"Near Stage 2 (8/10) · RS unknown | Missing: 50>150, RS≥70",""
4141.SR,"العمران",20.60,stage4,0,26,-29.2,20.86,22.7,24.4,33.70,19.34,-38.9,,"Declining (0/10) · RS unknown",""
4142.SR,"كابلات الرياض",127.40,stage1,5,64,-11.0,121.54,123.21,125.66,147.70,106.10,-13.7,,"Basing (5/10) · RS unknown",""
4143.SR,"تالكو",33.98,stage4,1,43,-21.8,35.29,34.28,35.76,45.62,28.00,-25.5,,"Declining (1/10) · RS unknown",""
4144.SR,"رؤوم",67.05,potential,7,70,0.8,70.39,64.81,64.08,78.90,53.00,-15.0,,"Near Stage 2 (7/10) · RS unknown | Missing: P>50MA, 30%>Low, RS≥70",""
4145.SR,"أو جي سي",23.81,stage4,0,15,-33.9,24.38,25.05,26.76,39.00,22.70,-38.9,,"Declining (0/10) · RS unknown",""
4146.SR,"جاز",16.11,potential,7,91,1.3,15.31,14.2,14.9,18.24,12.02,-11.7,,"Near Stage 2 (7/10) · RS unknown | Missing: 150>200, 200MA↑, RS≥70",""
4147.SR,"سي جي إس",7.89,stage4,1,76,0.0,7.73,,,10.95,6.53,-27.9,,"Declining (1/10) · RS unknown",""
4148.SR,"الوسائل الصناعية",2.61,stage4,0,23,-30.2,2.76,3.01,3.17,4.13,2.48,-36.8,,"Declining (0/10) · RS unknown",""
1831.SR,"مهارة",6.58,stage2,9,92,29.3,6.38,6.17,5.95,6.91,4.39,-4.8,,"Strong Stage 2 (9/10) · RS unknown | Missing: RS≥70",""
1832.SR,"صدر",2.68,stage4,2,54,-13.3,2.69,2.68,2.75,3.17,2.36,-15.5,,"Declining (2/10) · RS unknown",""
1833.SR,"الموارد",101.60,potential,8,86,-0.8,94.06,91.28,93.53,111.53,73.00,-8.9,,"Near Stage 2 (8/10) · RS unknown | Missing: 150>200, RS≥70",""
1834.SR,"سماسكو",6.40,potential,8,89,6.8,6,5.65,5.7,6.59,4.89,-2.9,,"Near Stage 2 (8/10) · RS unknown | Missing: 150>200, RS≥70",""
1835.SR,"تمكين",46.62,stage4,1,49,-13.5,45.36,48.57,50.87,62.90,43.20,-25.9,,"Declining (1/10) · RS unknown",""
4270.SR,"طباعة وتغليف",7.00,stage4,0,9,-48.4,7.36,7.66,8.26,13.87,6.19,-49.5,,"Declining (0/10) · RS unknown",""
6004.SR,"كاتريون",75.95,stage4,2,29,-36.7,74.07,75.51,80.11,126.40,67.50,-39.9,,"Declining (2/10) · RS unknown",""
2190.SR,"سيسكو القابضة",35.54,potential,8,83,4.0,34.94,32.01,32.64,38.38,23.50,-7.4,,"Near Stage 2 (8/10) · RS unknown | Missing: 150>200, RS≥70",""
4031.SR,"الخدمات الأرضية",31.86,stage4,1,19,-35.8,31.5,33.68,36.23,51.70,29.26,-38.4,,"Declining (1/10) · RS unknown",""
4040.SR,"سابتكو",11.24,stage1,5,77,-24.0,11.24,10.22,10.74,15.00,8.00,-25.1,,"Basing (5/10) · RS unknown",""
4260.SR,"بدجت السعودية",34.48,stage4,0,5,-36.8,36.01,41.66,44.82,59.21,32.54,-41.8,,"Declining (0/10) · RS unknown",""
4261.SR,"ذيب",24.78,stage4,0,2,-44.6,26.18,31.49,34.26,45.73,24.57,-45.8,,"Declining (0/10) · RS unknown",""
4262.SR,"لومي",34.34,stage4,0,5,-45.3,36.18,41.44,45.9,65.00,33.76,-47.2,,"Declining (0/10) · RS unknown",""
4263.SR,"سال",185.40,potential,7,80,-0.2,171.36,168.35,169.71,192.00,148.20,-3.4,,"Near Stage 2 (7/10) · RS unknown | Missing: 150>200, 30%>Low, RS≥70",""
4264.SR,"طيران ناس",59.30,stage4,2,57,-25.2,53.43,57.01,61.57,83.60,48.20,-29.1,,"Declining (2/10) · RS unknown",""
4265.SR,"شري",24.76,stage4,1,62,0.0,25.38,25.96,,31.68,22.42,-21.8,,"Declining (1/10) · RS unknown",""
1213.SR,"نسيج",23.29,stage4,1,1,-78.2,23.25,26.99,36.19,110.80,20.00,-79.0,,"Declining (1/10) · RS unknown",""
2130.SR,"صدق",16.44,stage1,5,88,-46.2,14.08,12.29,15.15,35.70,9.16,-53.9,,"Basing (5/10) · RS unknown",""
2340.SR,"ارتيكس",10.94,stage4,3,53,-18.2,10.52,10.47,11,14.78,9.01,-26.0,,"Declining (3/10) · RS unknown",""
4011.SR,"لازوردي",11.04,stage4,1,42,-18.2,11.26,11.53,11.76,13.89,10.90,-20.5,,"Declining (1/10) · RS unknown",""
4012.SR,"الأصيل",3.75,potential,8,63,-10.3,3.7,3.59,3.58,4.24,3.18,-11.6,,"Near Stage 2 (8/10) · RS unknown | Missing: 30%>Low, RS≥70",""
4180.SR,"مجموعة فتيحي",2.47,stage4,0,21,-30.6,2.49,2.65,2.77,3.75,2.28,-34.1,,"Declining (0/10) · RS unknown",""
1810.SR,"سيرا",21.44,stage4,0,39,-21.4,22.53,25.14,27.05,34.59,20.81,-38.0,,"Declining (0/10) · RS unknown",""
1820.SR,"بان",2.02,stage1,6,79,-19.5,1.96,1.88,1.93,2.69,1.64,-24.9,,"Basing (6/10) · RS unknown | Missing: 150>200, 200MA↑, 30%>Low, RS≥70",""
1830.SR,"لجام للرياضة",81.15,stage4,0,13,-41.3,81.7,90.51,100.92,151.70,75.70,-46.5,,"Declining (0/10) · RS unknown",""
4170.SR,"شمس",17.43,stage1,6,94,5.0,16.34,14.31,14.77,24.40,10.50,-28.6,,"Basing (6/10) · RS unknown | Missing: 150>200, 200MA↑, <25%High, RS≥70",""
4290.SR,"الخليج للتدريب",15.63,stage4,1,11,-41.2,15.61,17.9,19.97,29.38,14.53,-46.8,,"Declining (1/10) · RS unknown",""
4291.SR,"الوطنية للتعليم",136.00,stage4,3,75,-16.0,123.66,126.08,135.21,183.00,105.80,-25.7,,"Declining (3/10) · RS unknown",""
4292.SR,"عطاء",53.25,stage4,2,36,-16.5,53.09,54.98,57.51,70.60,49.60,-24.6,,"Declining (2/10) · RS unknown",""
6002.SR,"هرفي للأغذية",14.82,stage4,0,23,-38.9,15.02,15.05,16.38,26.36,12.90,-43.8,,"Declining (0/10) · RS unknown",""
6012.SR,"ريدان",13.96,stage4,0,1,-55.0,14.76,18.74,21.54,32.40,13.00,-56.9,,"Declining (0/10) · RS unknown",""
6013.SR,"التطويرية الغذائية",97.50,stage4,1,68,-10.6,92.4,98.18,106.67,149.70,82.10,-34.9,,"Declining (1/10) · RS unknown",""
6014.SR,"الآمار",40.00,stage4,0,27,-29.6,42.01,42.19,43.8,57.60,37.68,-30.6,,"Declining (0/10) · RS unknown",""
6015.SR,"أمريكانا (شركة أجنبية)",2.10,potential,7,70,-11.8,1.96,1.86,1.89,2.43,1.62,-13.6,,"Near Stage 2 (7/10) · RS unknown | Missing: 150>200, 30%>Low, RS≥70",""
6016.SR,"برغرايززر",7.46,stage4,0,26,-28.7,7.8,8.33,8.74,11.31,7.10,-34.1,,"Declining (0/10) · RS unknown",""
6017.SR,"جاهز",13.98,stage4,2,17,-49.5,13.47,14.03,15.49,28.46,10.72,-50.9,,"Declining (2/10) · RS unknown",""
6018.SR,"الأندية للرياضة",6.91,stage4,0,23,0.0,6.95,7.56,8.22,13.46,6.33,-48.7,,"Declining (0/10) · RS unknown",""
6019.SR,"المسار الشامل",22.80,stage4,3,58,0.0,21.92,22.47,,28.18,18.33,-19.1,,"Declining (3/10) · RS unknown",""
4070.SR,"تهامة",16.50,stage4,2,41,-44.1,15.32,15.45,18.12,31.00,13.90,-46.8,,"Declining (2/10) · RS unknown",""
4071.SR,"العربية",94.25,stage4,2,34,-13.5,98.34,111.16,110.99,131.60,79.70,-28.4,,"Declining (2/10) · RS unknown",""
4072.SR,"مجموعة إم بي سي",24.33,stage4,0,13,-31.5,25,27.79,29.37,38.00,23.89,-36.0,,"Declining (0/10) · RS unknown",""
4210.SR,"الأبحاث والإعلام",77.45,stage4,0,2,-59.7,77.83,97.62,115.8,202.10,70.50,-61.7,,"Declining (0/10) · RS unknown",""
4003.SR,"إكسترا",74.80,stage4,1,39,-15.0,77.99,82.37,84.25,93.50,74.05,-20.0,,"Declining (1/10) · RS unknown",""
4008.SR,"ساكو",23.37,stage4,0,28,-22.4,23.7,24.9,26.1,33.34,21.01,-29.9,,"Declining (0/10) · RS unknown",""
4050.SR,"ساسكو",47.86,stage4,0,25,-21.7,48.46,51.86,55.08,73.45,41.74,-34.8,,"Declining (0/10) · RS unknown",""
4051.SR,"باعظيم",5.58,stage4,2,71,-5.1,5.69,5.86,6.02,7.10,4.90,-21.4,,"Declining (2/10) · RS unknown",""
4190.SR,"جرير",16.74,stage2,9,96,33.6,15.7,14.33,14.15,16.93,12.10,-1.1,NEAR HIGH,"Strong Stage 2 (9/10) · RS unknown | Missing: RS≥70",""
4191.SR,"أبو معطي",45.70,stage1,6,85,9.9,43.3,43.76,44.59,53.95,32.85,-15.3,,"Basing (6/10) · RS unknown | Missing: 150>200, 50>150, 50>200, RS≥70",""
4192.SR,"السيف غاليري",6.87,stage1,5,66,-5.1,6.9,6.58,6.61,7.30,6.11,-5.9,,"Basing (5/10) · RS unknown",""
4193.SR,"نايس ون",14.13,stage4,1,10,-56.7,14,15.1,17.12,35.28,11.43,-59.9,,"Declining (1/10) · RS unknown",""
4194.SR,"محطة البناء",45.60,stage4,1,18,0.0,43.99,49.1,53.82,93.00,40.48,-51.0,,"Declining (1/10) · RS unknown",""
4240.SR,"سينومي ريتيل",14.22,stage4,0,30,-52.3,14.49,16.25,18.22,35.38,12.24,-59.8,,"Declining (0/10) · RS unknown",""
4001.SR,"أسواق ع العثيم",5.91,stage4,0,33,-24.6,5.97,6.16,6.46,7.95,5.75,-25.7,,"Declining (0/10) · RS unknown",""
4006.SR,"أسواق المزرعة",13.04,stage4,1,35,-28.2,13.01,13.44,14.14,18.59,11.82,-29.9,,"Declining (1/10) · RS unknown",""
4061.SR,"أنعام القابضة",11.06,stage4,1,32,-31.3,10.75,11.14,12.04,17.52,9.31,-36.9,,"Declining (1/10) · RS unknown",""
4160.SR,"ثمار",33.62,stage4,1,47,-8.6,33.21,34.92,36.62,50.85,28.90,-33.9,,"Declining (1/10) · RS unknown",""
4161.SR,"بن داود",5.11,stage1,6,61,-19.7,5.02,4.84,5,6.69,4.10,-23.6,,"Basing (6/10) · RS unknown | Missing: 150>200, 200MA↑, 30%>Low, RS≥70",""
4162.SR,"المنجم",66.00,potential,8,91,-15.9,61.7,55.32,55.84,79.50,47.00,-17.0,,"Near Stage 2 (8/10) · RS unknown | Missing: 150>200, RS≥70",""
4163.SR,"الدواء",44.22,stage4,0,4,-44.2,46.74,49.4,53.02,80.05,43.00,-44.8,,"Declining (0/10) · RS unknown",""
4164.SR,"النهدي",95.50,stage4,0,24,-26.4,98.75,99.46,103.18,132.10,91.00,-27.7,,"Declining (0/10) · RS unknown",""
2050.SR,"مجموعة صافولا",29.66,potential,8,87,9.4,27.88,25.08,25.16,30.20,20.45,-1.8,NEAR HIGH,"Near Stage 2 (8/10) · RS unknown | Missing: 150>200, RS≥70",""
2100.SR,"وفرة",18.81,stage4,0,16,-37.7,20.15,20.57,21.95,30.70,17.22,-38.7,,"Declining (0/10) · RS unknown",""
2270.SR,"سدافكو",226.00,stage4,3,53,-19.4,218.32,221.69,233.03,297.20,187.00,-24.0,,"Declining (3/10) · RS unknown",""
2280.SR,"المراعي",45.46,stage1,5,56,-11.2,44.25,43.58,44.7,54.05,38.18,-15.9,,"Basing (5/10) · RS unknown",""
2281.SR,"تنمية",59.00,stage4,3,27,-38.2,60.93,58.63,62.45,98.90,44.60,-40.3,,"Declining (3/10) · RS unknown",""
2282.SR,"نقي",53.00,stage4,3,66,-3.5,53.15,54.71,54.56,64.80,49.06,-18.2,,"Declining (3/10) · RS unknown",""
2283.SR,"المطاحن الأولى",52.15,stage1,6,55,-5.4,52.8,51.32,51.46,60.20,45.10,-13.4,,"Basing (6/10) · RS unknown | Missing: 150>200, P>50MA, 30%>Low, RS≥70",""
2284.SR,"المطاحن الحديثة",29.70,stage1,5,64,-9.6,28.74,28.29,29.52,35.72,24.90,-16.9,,"Basing (5/10) · RS unknown",""
2285.SR,"المطاحن العربية",48.60,potential,8,93,9.8,45.12,40.95,41.08,50.00,35.60,-2.8,,"Near Stage 2 (8/10) · RS unknown | Missing: 150>200, RS≥70",""
2286.SR,"المطاحن الرابعة",4.28,potential,8,86,3.9,4.13,3.84,3.83,4.42,3.45,-3.2,,"Near Stage 2 (8/10) · RS unknown | Missing: 30%>Low, RS≥70",""
2287.SR,"إنتاج",25.32,stage4,0,8,-42.1,25.55,27.79,30.48,45.70,23.80,-44.6,,"Declining (0/10) · RS unknown",""
2288.SR,"نفوذ",7.61,stage4,0,6,-44.5,7.73,8.71,9.42,13.98,7.21,-45.6,,"Declining (0/10) · RS unknown",""
4080.SR,"سناد القابضة",8.75,stage4,2,46,-23.1,8.91,8.68,9.05,11.80,7.58,-25.8,,"Declining (2/10) · RS unknown",""
6001.SR,"حلواني إخوان",31.32,stage4,0,34,-32.1,31.32,31.83,33.35,47.76,27.00,-34.4,,"Declining (0/10) · RS unknown",""
6010.SR,"نادك",16.10,stage4,0,30,-25.7,16.36,17.37,18.22,22.70,15.54,-29.1,,"Declining (0/10) · RS unknown",""
6020.SR,"جاكو",12.49,stage4,1,20,-27.7,12.46,14.15,15.08,19.55,11.68,-36.1,,"Declining (1/10) · RS unknown",""
6040.SR,"تبوك الزراعية",6.50,stage4,1,11,-41.5,6.33,6.95,7.59,11.94,5.80,-45.6,,"Declining (1/10) · RS unknown",""
6050.SR,"الأسماك",40.88,stage4,0,2,-60.3,40.93,49.85,59.22,107.00,38.16,-61.8,,"Declining (0/10) · RS unknown",""
6060.SR,"الشرقية للتنمية",12.32,stage4,1,32,-28.2,12.31,13.05,13.81,18.30,11.50,-32.7,,"Declining (1/10) · RS unknown",""
6070.SR,"الجوف",42.94,stage4,2,47,-3.5,44.45,46.79,46.35,53.90,40.74,-20.3,,"Declining (2/10) · RS unknown",""
6090.SR,"جازادكو",8.01,stage4,0,27,-28.5,8.24,8.39,8.81,11.50,7.55,-30.3,,"Declining (0/10) · RS unknown",""
2140.SR,"أيان",10.88,stage4,0,51,-21.1,10.9,11.46,11.95,14.60,10.15,-25.5,,"Declining (0/10) · RS unknown",""
2230.SR,"الكيميائية",8.35,potential,8,91,15.3,8.44,7.7,7.62,8.98,6.06,-7.0,,"Near Stage 2 (8/10) · RS unknown | Missing: P>50MA, RS≥70",""
4002.SR,"المواساة",65.85,stage4,1,42,-14.5,66.47,67.71,69.21,80.70,58.65,-18.4,,"Declining (1/10) · RS unknown",""
4004.SR,"دله الصحية",117.00,stage4,2,45,-8.5,114.5,119.16,125.75,157.30,90.00,-25.6,,"Declining (2/10) · RS unknown",""
4005.SR,"رعاية",109.00,stage4,1,8,-33.4,106.67,129.03,138.45,183.50,94.90,-40.6,,"Declining (1/10) · RS unknown",""
4007.SR,"الحمادي",28.40,stage4,4,44,-25.3,26.87,26.82,28.33,38.80,23.42,-26.8,,"Declining (4/10) · RS unknown",""
4009.SR,"السعودي الألماني الصحية",32.50,stage4,0,14,-43.8,34.06,34.33,38.15,60.70,28.66,-46.5,,"Declining (0/10) · RS unknown",""
4013.SR,"سليمان الحبيب",218.10,stage4,1,26,-18.9,223.19,242.76,247.81,281.20,211.50,-22.4,,"Declining (1/10) · RS unknown",""
4014.SR,"دار المعدات",30.18,stage4,0,37,-21.1,30.6,31.21,32.71,41.00,26.00,-26.4,,"Declining (0/10) · RS unknown",""
4017.SR,"فقيه الصحية",38.20,potential,7,82,-7.7,36.49,34.6,36.06,42.84,27.20,-10.8,,"Near Stage 2 (7/10) · RS unknown | Missing: 150>200, 200MA↑, RS≥70",""
4018.SR,"الموسى",123.00,stage4,0,31,-23.0,123.84,143.58,153.58,212.00,110.00,-42.0,,"Declining (0/10) · RS unknown",""
4019.SR,"اس ام سي للرعاية الصحية",17.39,stage4,1,34,-22.6,17.36,18.52,18.75,24.38,16.56,-28.7,,"Declining (1/10) · RS unknown",""
4021.SR,"المركز الكندي الطبي",5.63,stage4,1,44,-16.0,5.61,6.06,6.73,9.30,5.18,-39.5,,"Declining (1/10) · RS unknown",""
2070.SR,"الدوائية",28.76,stage4,4,73,9.4,29.4,28.78,28.95,33.12,22.52,-13.2,,"Declining (4/10) · RS unknown",""
4015.SR,"جمجوم فارما",163.60,potential,8,79,-1.7,157.62,146.97,148.84,181.30,125.00,-9.8,,"Near Stage 2 (8/10) · RS unknown | Missing: 150>200, RS≥70",""
4016.SR,"أفالون فارما",62.00,stage4,3,66,-10.3,60.14,61.69,64.56,79.09,53.89,-21.6,,"Declining (3/10) · RS unknown",""
