Ticker,Company,Price,Stage,Score,RS,12m%,50MA,150MA,200MA,52W High,52W Low,% from High,New 52W High,Notes,AI Notes
2150.SR,"زجاج",35.80,stage4,1,29,-13.4,36.53,36.69,37.3,44.46,34.00,-19.5,,"Weak / declining (1/10)",""
2170.SR,"اللجين",27.66,stage1,4,21,-25.7,28.1,27.08,27.96,37.96,20.41,-27.1,,"Basing (4/10)",""
2180.SR,"فيبكو",31.80,potential,6,55,-6.6,29.92,29.45,30.23,37.20,24.10,-14.5,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, 50MA > 200MA, RS Rating ≥ 70 (55)",""
2200.SR,"أنابيب",6.95,stage2,9,75,12.8,7.14,6.04,5.85,7.97,4.26,-12.8,,"Textbook Stage 2 (9/10) | Missing: Price > 50MA",""
2210.SR,"نماء للكيماويات",18.74,stage1,0,5,-27.9,18.74,20.57,21.7,28.96,18.56,-35.3,,"Weak / declining (0/10)",""
2220.SR,"معدنية",12.30,stage1,1,11,-30.5,12.13,12.56,13.21,18.50,10.70,-33.5,,"Weak / declining (1/10)",""
2223.SR,"لوبريف",134.60,stage2,10,87,32.0,127.26,111.25,106.61,138.60,81.30,-2.9,,"Textbook Stage 2 (10/10)",""
2240.SR,"صناعات",31.16,stage4,2,19,-23.5,33.93,36.56,36.31,45.50,28.68,-31.5,,"Weak / declining (2/10)",""
2250.SR,"المجموعة السعودية",13.37,stage4,2,29,-26.4,13.84,13.3,13.73,20.00,11.41,-33.1,,"Weak / declining (2/10)",""
2290.SR,"ينساب",31.24,potential,6,62,4.7,31.69,31.02,31.11,38.44,24.00,-18.7,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, Price > 50MA, RS Rating ≥ 70 (62)",""
2300.SR,"صناعة الورق",63.70,stage2,10,74,10.5,58.9,57.73,57.2,66.65,47.00,-4.4,,"Textbook Stage 2 (10/10)",""
2310.SR,"سبكيم العالمية",13.88,stage4,0,14,-23.8,14.42,15.02,15.61,21.23,13.13,-34.6,,"Weak / declining (0/10)",""
2330.SR,"المتقدمة",22.84,stage4,0,8,-26.1,25.29,25.71,27.71,38.64,21.55,-40.9,,"Weak / declining (0/10)",""
2350.SR,"كيان السعودية",5.08,stage1,5,71,11.1,5.51,5.24,5.29,6.41,4.48,-20.7,,"Basing (5/10)",""
2360.SR,"الفخارية",18.32,stage1,2,6,-36.8,16.79,18.5,19.99,30.00,14.14,-38.9,,"Weak / declining (2/10)",""
3002.SR,"أسمنت نجران",5.70,stage4,0,21,-29.5,5.8,6.13,6.38,8.30,5.64,-31.3,,"Weak / declining (0/10)",""
3003.SR,"أسمنت المدينة",10.51,stage4,0,3,-37.4,11.55,12.24,12.59,17.43,10.46,-39.7,,"Weak / declining (0/10)",""
3004.SR,"أسمنت الشمالية",6.58,stage4,1,35,-22.0,6.82,6.94,7.11,8.65,6.56,-23.9,,"Weak / declining (1/10)",""
3005.SR,"أسمنت ام القرى",14.10,potential,7,68,-11.5,13.8,12.97,13.03,16.16,11.08,-12.7,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, 200MA trending up, RS Rating ≥ 70 (68)",""
3007.SR,"الواحة",2.82,stage2,10,83,10.2,2.64,2.51,2.49,2.98,2.09,-5.4,,"Textbook Stage 2 (10/10)",""
3008.SR,"الكثيري",1.41,stage4,0,2,-34.3,1.63,1.86,1.9,2.28,1.41,-38.2,,"Weak / declining (0/10)",""
3010.SR,"أسمنت العربية",23.24,stage2,8,65,2.6,22.95,22.65,22.36,24.39,20.43,-4.7,,"Strong Stage 2 (8/10) | Missing: 25%+ above 52W low, RS Rating ≥ 70 (65)",""
3020.SR,"أسمنت اليمامة",24.50,stage4,0,28,-29.8,24.94,25.22,25.31,35.94,22.59,-31.8,,"Weak / declining (0/10)",""
3030.SR,"أسمنت السعودية",30.04,stage4,0,17,-24.1,31.11,33.29,34.22,41.58,29.74,-27.8,,"Weak / declining (0/10)",""
3040.SR,"أسمنت القصيم",45.06,stage2,8,61,-4.9,45.1,43.55,43.17,50.00,40.50,-9.9,,"Strong Stage 2 (8/10) | Missing: 25%+ above 52W low, RS Rating ≥ 70 (61)",""
3050.SR,"أسمنت الجنوب",19.18,stage4,0,10,-27.6,19.76,21.3,21.88,28.00,18.98,-31.5,,"Weak / declining (0/10)",""
3060.SR,"أسمنت ينبع",15.18,stage1,4,39,-15.7,15.77,15.14,15.26,19.26,13.87,-21.2,,"Basing (4/10)",""
3080.SR,"أسمنت الشرقية",26.58,potential,7,70,-6.5,25.73,24.5,24.53,29.96,21.95,-11.3,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, 200MA trending up, 25%+ above 52W low",""
3090.SR,"أسمنت تبوك",7.73,stage4,0,27,-27.6,7.84,8.27,8.65,11.03,7.70,-29.9,,"Weak / declining (0/10)",""
3091.SR,"أسمنت الجوف",4.98,stage1,1,31,-28.6,4.96,5.38,5.74,7.34,4.68,-32.2,,"Weak / declining (1/10)",""
3092.SR,"أسمنت الرياض",22.55,stage4,0,25,-28.0,22.72,23.53,23.84,32.42,22.01,-30.4,,"Weak / declining (0/10)",""
1212.SR,"أسترا الصناعية",125.40,stage4,2,33,-11.9,132.54,139.76,139.59,156.80,120.30,-20.0,,"Weak / declining (2/10)",""
1214.SR,"شاكر",13.29,stage4,0,1,-41.9,14.15,15.93,16.99,24.63,13.27,-46.0,,"Weak / declining (0/10)",""
1302.SR,"بوان",38.20,stage4,0,7,-29.8,41.36,44.35,46.3,61.85,37.64,-38.2,,"Weak / declining (0/10)",""
1303.SR,"صناعات كهربائية",14.79,potential,7,89,66.5,15.56,15,14.12,19.90,8.50,-25.7,,"Near Stage 2 (7/10) | Missing: Price > 150MA, Price > 50MA, Within 25% of 52W high",""
2040.SR,"الخزف السعودي",24.69,stage4,0,18,-20.1,26.78,27.55,27.98,33.80,24.10,-27.0,,"Weak / declining (0/10)",""
2110.SR,"الكابلات السعودية",159.40,stage2,9,83,19.9,164.06,159.05,154.35,190.60,124.80,-16.4,,"Textbook Stage 2 (9/10) | Missing: Price > 50MA",""
2160.SR,"أميانتيت",13.03,stage4,0,2,-37.3,13.59,14.37,15.37,22.98,12.01,-43.3,,"Weak / declining (0/10)",""
2320.SR,"البابطين",59.75,stage1,5,57,11.4,67.04,66.18,65.92,74.60,53.00,-19.9,,"Basing (5/10)",""
2370.SR,"مسك",33.22,stage2,10,84,2.8,32.54,26.94,26.69,35.20,18.21,-5.6,,"Textbook Stage 2 (10/10)",""
4110.SR,"باتك",2.06,stage1,3,43,-10.3,2.16,2.12,2.13,2.43,1.87,-15.2,,"Weak / declining (3/10)",""
4140.SR,"صادرات",2.34,potential,7,71,7.4,2.37,2.39,2.3,2.98,1.77,-21.5,,"Near Stage 2 (7/10) | Missing: Price > 150MA, 50MA > 150MA, Price > 50MA",""
4141.SR,"العمران",20.78,stage1,1,35,-19.8,20.96,22.31,23.73,33.70,19.34,-38.3,,"Weak / declining (1/10)",""
4142.SR,"كابلات الرياض",110.50,stage4,1,33,-12.4,118.53,122.16,124.62,143.80,106.10,-23.2,,"Weak / declining (1/10)",""
4143.SR,"تالكو",31.68,stage4,1,25,-22.4,34.22,33.82,34.97,43.84,28.00,-27.7,,"Weak / declining (1/10)",""
4144.SR,"رؤوم",75.60,stage2,10,80,20.9,69.97,66.03,64.57,78.90,53.00,-4.2,,"Textbook Stage 2 (10/10)",""
4145.SR,"أو جي سي",25.50,stage1,2,14,-33.7,24.09,24.98,26.04,38.44,22.70,-33.7,,"Weak / declining (2/10)",""
4146.SR,"جاز",16.85,potential,8,84,-5.7,16.04,14.35,14.9,18.24,12.02,-7.6,,"Strong Stage 2 (8/10) | Missing: 150MA > 200MA, 200MA trending up",""
4147.SR,"سي جي إس",6.68,stage1,0,0,0.0,7.34,7.84,,10.95,6.39,-39.0,,"Weak / declining (0/10)",""
4148.SR,"الوسائل الصناعية",2.97,stage1,1,37,-21.7,2.74,2.93,3.11,4.13,2.48,-28.1,,"Weak / declining (1/10)",""
1831.SR,"مهارة",5.42,stage2,10,91,46.0,5.17,4.94,4.8,5.54,3.48,-2.2,,"Textbook Stage 2 (10/10)",""
1832.SR,"صدر",2.61,stage1,2,49,-9.2,2.66,2.67,2.72,3.17,2.36,-17.7,,"Weak / declining (2/10)",""
1833.SR,"الموارد",109.40,stage2,9,89,13.0,99.4,91.78,94.31,111.53,73.00,-1.9,NEAR HIGH,"Textbook Stage 2 (9/10) | Missing: 150MA > 200MA",""
1834.SR,"سماسكو",6.32,stage2,10,75,0.3,6.13,5.73,5.7,6.59,4.89,-4.1,,"Textbook Stage 2 (10/10)",""
1835.SR,"تمكين",47.76,stage1,2,48,-11.7,45.91,47.96,50,62.90,43.20,-24.1,,"Weak / declining (2/10)",""
4270.SR,"طباعة وتغليف",7.18,stage1,1,5,-39.5,7.23,7.58,8,13.13,6.19,-45.3,,"Weak / declining (1/10)",""
6004.SR,"كاتريون",74.15,stage4,0,19,-35.5,74.87,74.89,78.24,120.00,67.50,-38.2,,"Weak / declining (0/10)",""
2190.SR,"سيسكو القابضة",35.76,stage2,9,85,5.3,35.33,32.34,32.63,38.38,25.30,-6.8,,"Textbook Stage 2 (9/10) | Missing: 150MA > 200MA",""
4031.SR,"الخدمات الأرضية",28.20,stage4,0,6,-43.0,30.86,32.75,34.97,51.10,28.20,-44.8,,"Weak / declining (0/10)",""
4040.SR,"سابتكو",11.41,potential,7,50,-14.6,11.28,10.35,10.6,14.40,8.00,-20.8,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, 200MA trending up, RS Rating ≥ 70 (50)",""
4260.SR,"بدجت السعودية",28.88,stage4,0,3,-44.4,32.6,39.64,42.73,59.21,28.82,-51.2,,"Weak / declining (0/10)",""
4261.SR,"ذيب",22.86,stage4,0,4,-45.1,24.51,29.84,32.7,44.60,22.71,-48.7,,"Weak / declining (0/10)",""
4262.SR,"لومي",31.20,stage4,0,2,-49.9,33.79,39.32,43.57,65.00,30.76,-52.0,,"Weak / declining (0/10)",""
4263.SR,"سال",178.20,potential,7,65,1.6,173.58,168.68,169.04,186.00,148.20,-4.2,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, 25%+ above 52W low, RS Rating ≥ 70 (65)",""
4264.SR,"طيران ناس",50.65,stage4,0,19,-29.3,53.54,55.26,59.61,81.70,48.20,-38.0,,"Weak / declining (0/10)",""
4265.SR,"شري",23.06,stage1,0,0,0.0,24.21,25.54,,31.68,22.42,-27.2,,"Weak / declining (0/10)",""
1213.SR,"نسيج",25.66,stage1,2,1,-75.3,24.39,25.72,31.88,107.40,20.00,-76.1,,"Weak / declining (2/10)",""
2130.SR,"صدق",16.37,potential,6,64,-52.4,15.37,12.73,14.22,35.70,9.16,-54.1,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, Within 25% of 52W high, RS Rating ≥ 70 (64)",""
2340.SR,"ارتيكس",12.50,potential,8,78,-3.5,11.14,10.61,10.98,14.78,9.01,-15.4,,"Strong Stage 2 (8/10) | Missing: 150MA > 200MA, 200MA trending up",""
4011.SR,"لازوردي",10.92,stage4,1,39,-13.3,11.14,11.45,11.61,13.60,10.90,-19.7,,"Weak / declining (1/10)",""
4012.SR,"الأصيل",3.66,potential,7,51,-9.6,3.68,3.62,3.57,4.17,3.18,-12.2,,"Near Stage 2 (7/10) | Missing: 200MA trending up, 25%+ above 52W low, RS Rating ≥ 70 (51)",""
4180.SR,"مجموعة فتيحي",2.48,stage1,1,28,-25.1,2.46,2.61,2.72,3.51,2.28,-29.3,,"Weak / declining (1/10)",""
1810.SR,"سيرا",21.45,stage4,0,29,-25.6,21.77,24.3,26.15,34.59,20.62,-38.0,,"Weak / declining (0/10)",""
1820.SR,"بان",2.02,potential,6,65,-14.2,2.03,1.91,1.93,2.66,1.64,-24.1,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, 25%+ above 52W low, RS Rating ≥ 70 (65)",""
1830.SR,"لجام للرياضة",72.75,stage4,0,5,-47.0,79.06,86.75,95.82,151.70,71.80,-52.0,,"Weak / declining (0/10)",""
4170.SR,"شمس",16.22,potential,6,63,-33.3,16.62,14.77,14.63,24.40,10.50,-33.5,,"Near Stage 2 (6/10) | Missing: 200MA trending up, Price > 50MA, Within 25% of 52W high, RS Rating ≥ 70 (63)",""
4290.SR,"الخليج للتدريب",14.17,stage4,0,6,-42.1,15.03,17.24,19.02,29.38,13.99,-51.8,,"Weak / declining (0/10)",""
4291.SR,"الوطنية للتعليم",127.60,stage1,3,48,-23.6,126.08,124.22,132.6,183.00,105.80,-30.3,,"Weak / declining (3/10)",""
4292.SR,"عطاء",45.66,stage4,0,19,-25.5,50.95,53.66,56.13,70.60,45.50,-35.3,,"Weak / declining (0/10)",""
6002.SR,"هرفي للأغذية",13.75,stage4,0,13,-46.9,14.72,14.89,15.77,26.36,12.90,-47.8,,"Weak / declining (0/10)",""
6012.SR,"ريدان",14.21,stage1,1,2,-53.7,14.01,17.66,20.31,32.40,13.00,-56.1,,"Weak / declining (1/10)",""
6013.SR,"التطويرية الغذائية",97.85,stage1,3,73,-3.6,93.65,96.73,104.29,149.70,82.10,-34.6,,"Weak / declining (3/10)",""
6014.SR,"الآمار",37.86,stage4,0,21,-27.5,40.08,41.85,42.82,54.35,37.68,-30.3,,"Weak / declining (0/10)",""
6015.SR,"أمريكانا (شركة أجنبية)",2.14,stage2,9,80,-4.9,2.01,1.89,1.89,2.30,1.62,-7.0,,"Textbook Stage 2 (9/10) | Missing: 150MA > 200MA",""
6016.SR,"برغرايززر",7.41,stage4,0,34,-24.4,7.71,8.14,8.54,11.31,7.10,-34.5,,"Weak / declining (0/10)",""
6017.SR,"جاهز",12.37,stage4,0,9,-52.8,13.17,13.71,14.81,28.00,10.72,-55.8,,"Weak / declining (0/10)",""
6018.SR,"الأندية للرياضة",6.86,stage1,1,0,-31.1,6.88,7.37,7.93,13.46,6.33,-49.0,,"Weak / declining (1/10)",""
6019.SR,"المسار الشامل",23.45,stage1,5,0,0.0,22.66,22.61,,28.18,18.33,-16.8,,"Basing (5/10)",""
4070.SR,"تهامة",17.38,stage1,4,44,-38.7,16.22,15.48,17.3,30.89,13.90,-43.7,,"Basing (4/10)",""
4071.SR,"العربية",88.50,stage4,0,36,-11.0,92.18,107.76,109.64,131.60,79.70,-32.8,,"Weak / declining (0/10)",""
4072.SR,"مجموعة إم بي سي",21.20,stage4,0,10,-34.5,23.53,26.71,28.27,38.00,20.88,-44.2,,"Weak / declining (0/10)",""
4210.SR,"الأبحاث والإعلام",64.35,stage4,0,2,-62.0,74.97,90.13,106.81,199.00,64.30,-67.7,,"Weak / declining (0/10)",""
4003.SR,"إكسترا",68.70,stage4,0,24,-23.3,74.39,80.56,82.72,93.50,67.50,-26.5,,"Weak / declining (0/10)",""
4008.SR,"ساكو",23.10,stage4,0,39,-19.1,23.04,24.51,25.62,33.34,21.01,-30.7,,"Weak / declining (0/10)",""
4050.SR,"ساسكو",42.26,stage4,0,33,-22.1,46,50.56,53.73,73.45,41.74,-42.5,,"Weak / declining (0/10)",""
4051.SR,"باعظيم",5.65,stage4,1,61,-1.4,5.67,5.8,5.97,7.10,4.90,-20.4,,"Weak / declining (1/10)",""
4190.SR,"جرير",18.10,stage2,10,95,39.1,16.33,14.78,14.41,18.38,12.26,-1.5,NEAR HIGH,"Textbook Stage 2 (10/10)",""
4191.SR,"أبو معطي",41.06,stage1,3,68,7.7,42.61,43.45,44.35,53.95,33.24,-23.9,,"Weak / declining (3/10)",""
4192.SR,"السيف غاليري",6.65,stage1,5,58,-6.9,6.86,6.61,6.61,7.21,6.11,-7.8,,"Basing (5/10)",""
4193.SR,"نايس ون",12.75,stage4,0,3,-57.3,13.65,14.56,16.3,33.76,11.43,-62.2,,"Weak / declining (0/10)",""
4194.SR,"محطة البناء",43.50,stage4,0,0,0.0,44.21,47.76,51.61,93.00,40.48,-53.2,,"Weak / declining (0/10)",""
4240.SR,"سينومي ريتيل",12.72,stage4,0,2,-56.3,13.57,15.58,17.15,35.38,12.24,-64.0,,"Weak / declining (0/10)",""
4001.SR,"أسواق ع العثيم",5.38,stage4,0,18,-28.4,5.8,6.08,6.3,7.95,5.32,-32.3,,"Weak / declining (0/10)",""
4006.SR,"أسواق المزرعة",13.02,stage1,1,40,-23.3,12.96,13.29,13.82,17.97,11.82,-27.5,,"Weak / declining (1/10)",""
4061.SR,"أنعام القابضة",11.91,stage1,5,51,-21.0,11.27,11.2,11.8,17.52,9.31,-32.0,,"Basing (5/10)",""
4160.SR,"ثمار",36.64,stage3,5,85,14.9,34.57,34.87,36.2,50.85,28.90,-27.9,,"Basing (5/10)",""
4161.SR,"بن داود",4.76,stage4,2,36,-21.6,4.89,4.82,4.93,6.16,4.10,-22.7,,"Weak / declining (2/10)",""
4162.SR,"المنجم",63.05,stage2,10,76,-7.7,62.59,55.9,55.75,76.15,47.00,-17.2,,"Textbook Stage 2 (10/10)",""
4163.SR,"الدواء",41.56,stage4,0,8,-43.2,44.99,48.26,51.27,77.50,41.54,-46.4,,"Weak / declining (0/10)",""
4164.SR,"النهدي",91.05,stage4,0,19,-29.4,95.33,98.74,101.14,132.10,90.65,-31.1,,"Weak / declining (0/10)",""
2050.SR,"مجموعة صافولا",26.66,stage2,9,74,3.5,28.06,25.37,25.26,30.30,20.45,-12.0,,"Textbook Stage 2 (9/10) | Missing: Price > 50MA",""
2100.SR,"وفرة",22.30,potential,6,45,-17.7,20.99,20.83,21.7,29.76,17.22,-25.1,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, 50MA > 200MA, RS Rating ≥ 70 (45)",""
2270.SR,"سدافكو",216.60,stage4,1,48,-18.3,220.64,219.5,228.76,297.20,187.00,-27.1,,"Weak / declining (1/10)",""
2280.SR,"المراعي",46.64,potential,7,70,-2.6,45.67,43.8,44.42,54.05,38.18,-13.7,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, 200MA trending up, 25%+ above 52W low",""
2281.SR,"تنمية",60.00,stage1,5,40,-29.6,59.03,58.15,60.53,93.95,44.60,-36.1,,"Basing (5/10)",""
2282.SR,"نقي",55.95,potential,7,85,11.3,54.51,54.84,54.78,64.80,49.06,-13.7,,"Near Stage 2 (7/10) | Missing: 50MA > 150MA, 50MA > 200MA, 25%+ above 52W low",""
2283.SR,"المطاحن الأولى",52.00,stage2,8,59,-4.9,52.6,51.85,51.51,57.10,45.10,-8.9,,"Strong Stage 2 (8/10) | Missing: 25%+ above 52W low, RS Rating ≥ 70 (59)",""
2284.SR,"المطاحن الحديثة",28.80,stage1,4,60,-12.1,28.61,28.04,29.15,35.72,24.90,-19.4,,"Basing (4/10)",""
2285.SR,"المطاحن العربية",47.78,stage2,10,86,5.4,46.52,41.67,41.43,50.00,35.60,-4.4,,"Textbook Stage 2 (10/10)",""
2286.SR,"المطاحن الرابعة",4.08,stage2,9,82,3.2,4.16,3.88,3.85,4.42,3.45,-7.7,,"Textbook Stage 2 (9/10) | Missing: 25%+ above 52W low",""
2287.SR,"إنتاج",27.12,stage1,2,45,-30.7,25.54,26.94,29.38,44.40,23.40,-38.9,,"Weak / declining (2/10)",""
2288.SR,"نفوذ",6.93,stage4,0,7,-44.2,7.36,8.33,9.06,13.00,6.88,-46.7,,"Weak / declining (0/10)",""
4080.SR,"سناد القابضة",8.37,stage4,1,39,-23.6,8.85,8.65,8.9,11.45,7.58,-26.9,,"Weak / declining (1/10)",""
6001.SR,"حلواني إخوان",31.74,stage1,2,43,-23.8,31.78,31.82,32.85,47.76,27.00,-33.5,,"Weak / declining (2/10)",""
6010.SR,"نادك",15.34,stage4,0,23,-25.9,16.24,17.11,17.75,22.70,15.34,-32.4,,"Weak / declining (0/10)",""
6020.SR,"جاكو",12.60,stage1,1,32,-23.7,12.45,13.83,14.67,19.55,11.68,-35.5,,"Weak / declining (1/10)",""
6040.SR,"تبوك الزراعية",7.26,stage1,3,41,-30.8,6.67,6.9,7.41,11.11,5.80,-34.7,,"Weak / declining (3/10)",""
6050.SR,"الأسماك",67.95,stage1,6,88,-26.6,51.47,51.07,58.14,99.90,38.16,-32.0,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, 50MA > 200MA, Within 25% of 52W high",""
6060.SR,"الشرقية للتنمية",15.21,potential,7,75,-8.7,13.3,13.21,13.72,17.50,11.50,-13.1,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, 200MA trending up, 50MA > 200MA",""
6070.SR,"الجوف",41.44,stage4,2,56,-1.6,43.17,46.77,46.01,53.90,40.74,-23.1,,"Weak / declining (2/10)",""
6090.SR,"جازادكو",8.26,stage1,1,39,-22.0,8.19,8.35,8.66,11.50,7.55,-28.2,,"Weak / declining (1/10)",""
2140.SR,"أيان",10.75,stage4,0,44,-16.6,10.89,11.23,11.78,14.42,10.15,-25.5,,"Weak / declining (0/10)",""
2230.SR,"الكيميائية",8.45,stage2,9,76,11.2,8.36,7.84,7.67,8.98,6.06,-5.9,,"Textbook Stage 2 (9/10) | Missing: Price > 50MA",""
4002.SR,"المواساة",60.75,stage4,1,31,-20.8,64.2,66.88,68.22,79.75,58.65,-23.8,,"Weak / declining (1/10)",""
4004.SR,"دله الصحية",107.40,stage4,0,29,-21.0,110.16,117.41,122.52,157.30,90.00,-31.7,,"Weak / declining (0/10)",""
4005.SR,"رعاية",106.50,stage1,1,12,-33.9,105.13,125.72,133.37,183.50,94.90,-42.0,,"Weak / declining (1/10)",""
4007.SR,"الحمادي",26.96,stage4,2,40,-25.0,27.21,26.66,27.76,37.34,23.42,-27.8,,"Weak / declining (2/10)",""
4009.SR,"السعودي الألماني الصحية",31.80,stage4,0,10,-45.4,32.67,33.96,36.28,60.15,28.66,-47.1,,"Weak / declining (0/10)",""
4013.SR,"سليمان الحبيب",212.40,stage4,1,38,-18.1,216.7,238.5,243.79,281.20,210.10,-24.5,,"Weak / declining (1/10)",""
4014.SR,"دار المعدات",28.50,stage4,0,35,-20.8,29.87,30.78,31.96,41.00,26.00,-30.5,,"Weak / declining (0/10)",""
4017.SR,"فقيه الصحية",35.12,stage1,5,61,-10.3,36.16,34.58,35.54,42.84,27.20,-18.0,,"Basing (5/10)",""
4018.SR,"الموسى",118.00,stage1,1,16,-31.8,119.62,138.29,149.12,212.00,110.00,-44.3,,"Weak / declining (1/10)",""
4019.SR,"اس ام سي للرعاية الصحية",16.09,stage4,0,20,-23.7,16.67,18.15,18.46,21.73,16.04,-26.0,,"Weak / declining (0/10)",""
4021.SR,"المركز الكندي الطبي",5.39,stage4,0,49,-19.6,5.61,5.83,6.56,9.30,5.18,-42.0,,"Weak / declining (0/10)",""
2070.SR,"الدوائية",30.10,stage2,9,85,22.5,29.11,29.02,28.95,33.12,24.00,-9.1,,"Textbook Stage 2 (9/10) | Missing: 25%+ above 52W low",""
4015.SR,"جمجوم فارما",148.90,stage1,3,44,-15.9,154.34,146.79,147.86,180.10,125.00,-17.3,,"Weak / declining (3/10)",""
4016.SR,"أفالون فارما",60.90,stage1,3,64,-7.6,60.44,61.01,63.6,79.09,53.89,-23.0,,"Weak / declining (3/10)",""
1010.SR,"الرياض",20.57,stage1,3,57,-4.5,20.35,20.78,20.55,22.41,18.98,-8.2,,"Weak / declining (3/10)",""
1020.SR,"الجزيرة",11.66,stage4,1,64,-8.7,11.61,11.62,11.7,13.31,10.81,-12.4,,"Weak / declining (1/10)",""
1030.SR,"الإستثمار",13.41,potential,6,58,-7.7,13.37,13.35,13.35,14.81,12.26,-9.5,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, 25%+ above 52W low, RS Rating ≥ 70 (58)",""
1050.SR,"بي اس اف",19.41,potential,8,71,6.4,19.22,18.88,18.44,20.99,15.49,-7.5,,"Strong Stage 2 (8/10) | Missing: Price > 50MA, 25%+ above 52W low",""
1060.SR,"الأول",32.04,stage1,3,51,-2.9,33.26,34.16,33.59,37.92,29.90,-15.5,,"Weak / declining (3/10)",""
