Ticker,Company,Price,Stage,Score,RS,12m%,50MA,150MA,200MA,52W High,52W Low,% from High,New 52W High,Notes,AI Notes
1323.SR,"يو سي آي سي",26.46,stage1,4,24,-23.9,25.32,25.12,26.06,37.94,23.40,-30.3,,"Basing (4/10)",""
1324.SR,"صالح الراشد",40.94,stage1,0,0,0.0,46.27,,,72.15,40.94,-43.3,,"Weak / declining (0/10)",""
2001.SR,"كيمانول",8.87,stage1,5,14,-33.0,8.87,8.17,8.55,13.74,5.88,-35.4,,"Basing (5/10)",""
2010.SR,"سابك",51.75,stage4,1,29,-5.7,55.41,56,56.4,64.00,50.55,-19.1,,"Weak / declining (1/10)",""
2020.SR,"سابك للمغذيات الزراعية",123.40,stage1,5,47,5.5,132.26,130.7,127.85,159.30,110.00,-22.5,,"Basing (5/10)",""
2060.SR,"التصنيع",9.28,stage4,2,43,-2.9,9.62,9.37,9.7,11.94,8.25,-22.3,,"Weak / declining (2/10)",""
2090.SR,"جبسكو",14.62,stage1,1,7,-32.3,14.28,14.73,15.64,23.08,13.52,-36.7,,"Weak / declining (1/10)",""
2150.SR,"زجاج",36.16,stage4,1,21,-14.4,36.73,36.74,37.42,45.92,34.60,-21.3,,"Weak / declining (1/10)",""
2170.SR,"اللجين",26.62,stage4,2,15,-28.1,28.07,27.08,28.1,38.30,21.24,-30.5,,"Weak / declining (2/10)",""
2180.SR,"فيبكو",32.40,potential,6,53,-5.0,29.67,29.46,30.31,37.20,25.44,-12.9,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, 50MA > 200MA, RS Rating ≥ 70 (53)",""
2200.SR,"أنابيب",6.76,stage2,9,77,6.3,7.09,5.95,5.82,7.97,4.50,-15.2,,"Textbook Stage 2 (9/10) | Missing: Price > 50MA",""
2210.SR,"نماء للكيماويات",18.74,stage1,0,3,-32.6,18.74,20.72,21.91,28.96,18.56,-35.3,,"Weak / declining (0/10)",""
2220.SR,"معدنية",12.79,stage1,2,29,-24.4,12.14,12.61,13.35,18.50,11.17,-30.9,,"Weak / declining (2/10)",""
2223.SR,"لوبريف",122.50,stage2,9,79,18.1,124.38,109.71,105.25,131.20,81.45,-6.6,,"Textbook Stage 2 (9/10) | Missing: Price > 50MA",""
2240.SR,"صناعات",34.38,stage4,2,26,-20.0,34.68,36.88,36.41,47.96,30.50,-28.3,,"Weak / declining (2/10)",""
2250.SR,"المجموعة السعودية",13.48,stage1,3,39,-22.9,14.01,13.3,13.88,20.00,11.79,-32.6,,"Weak / declining (3/10)",""
2290.SR,"ينساب",29.28,stage1,3,48,0.0,31.74,30.83,31.13,38.44,24.69,-23.8,,"Weak / declining (3/10)",""
2300.SR,"صناعة الورق",55.30,stage1,5,38,-6.8,57.58,57.21,56.81,64.50,49.02,-14.3,,"Basing (5/10)",""
2310.SR,"سبكيم العالمية",14.33,stage4,0,14,-24.5,14.62,15.09,15.76,21.23,13.50,-32.5,,"Weak / declining (0/10)",""
2330.SR,"المتقدمة",23.08,stage4,0,6,-31.8,25.66,25.91,28,38.64,22.13,-40.3,,"Weak / declining (0/10)",""
2350.SR,"كيان السعودية",5.18,stage1,5,72,10.7,5.58,5.23,5.31,6.41,4.55,-19.2,,"Basing (5/10)",""
2360.SR,"الفخارية",19.01,stage1,3,13,-35.6,16.96,18.67,20.28,31.40,14.27,-39.5,,"Weak / declining (3/10)",""
3002.SR,"أسمنت نجران",5.82,stage4,0,16,-27.3,5.85,6.17,6.44,8.46,5.68,-31.2,,"Weak / declining (0/10)",""
3003.SR,"أسمنت المدينة",11.25,stage4,0,3,-30.1,11.77,12.33,12.72,17.89,11.25,-37.1,,"Weak / declining (0/10)",""
3004.SR,"أسمنت الشمالية",6.71,stage4,1,35,-13.0,6.87,6.96,7.15,8.65,6.71,-22.4,,"Weak / declining (1/10)",""
3005.SR,"أسمنت ام القرى",13.64,stage1,5,63,-14.2,13.72,12.91,13.04,17.14,11.84,-20.4,,"Basing (5/10)",""
3007.SR,"الواحة",2.80,stage2,10,83,10.5,2.61,2.49,2.48,2.98,2.13,-6.0,,"Textbook Stage 2 (10/10)",""
3008.SR,"الكثيري",1.61,stage4,0,7,-23.3,1.69,1.88,1.92,2.28,1.61,-29.4,,"Weak / declining (0/10)",""
3010.SR,"أسمنت العربية",22.97,stage2,8,55,0.7,22.96,22.58,22.33,24.39,20.60,-5.8,,"Strong Stage 2 (8/10) | Missing: 25%+ above 52W low, RS Rating ≥ 70 (55)",""
3020.SR,"أسمنت اليمامة",25.26,stage1,2,19,-28.7,25.21,25.25,25.54,36.80,22.70,-31.4,,"Weak / declining (2/10)",""
3030.SR,"أسمنت السعودية",30.26,stage4,0,10,-24.2,31.5,33.45,34.46,41.58,30.26,-27.2,,"Weak / declining (0/10)",""
3040.SR,"أسمنت القصيم",44.86,potential,7,58,-6.3,45.02,43.44,43.1,51.70,41.00,-13.2,,"Near Stage 2 (7/10) | Missing: Price > 50MA, 25%+ above 52W low, RS Rating ≥ 70 (58)",""
3050.SR,"أسمنت الجنوب",19.05,stage4,0,4,-29.8,19.96,21.38,22.06,28.90,19.05,-34.1,,"Weak / declining (0/10)",""
3060.SR,"أسمنت ينبع",15.47,stage1,5,46,-17.4,15.85,15.12,15.31,20.06,14.19,-22.9,,"Basing (5/10)",""
3080.SR,"أسمنت الشرقية",26.64,potential,7,70,-6.5,25.69,24.43,24.55,32.06,22.65,-16.9,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, 200MA trending up, 25%+ above 52W low",""
3090.SR,"أسمنت تبوك",7.87,stage4,0,25,-24.8,7.89,8.32,8.71,11.24,7.75,-30.0,,"Weak / declining (0/10)",""
3091.SR,"أسمنت الجوف",5.06,stage1,1,30,-27.5,5.02,5.43,5.79,7.67,4.86,-34.0,,"Weak / declining (1/10)",""
3092.SR,"أسمنت الرياض",22.80,stage4,0,27,-27.5,22.82,23.59,23.96,32.42,22.29,-29.7,,"Weak / declining (0/10)",""
1212.SR,"أسترا الصناعية",132.40,stage4,2,32,-14.0,133.77,140.11,140.1,161.00,128.10,-17.8,,"Weak / declining (2/10)",""
1214.SR,"شاكر",13.90,stage4,0,1,-41.0,14.33,16.08,17.25,24.82,13.55,-44.0,,"Weak / declining (0/10)",""
1302.SR,"بوان",39.48,stage4,0,8,-28.0,42.04,44.85,46.81,61.85,39.48,-36.2,,"Weak / declining (0/10)",""
1303.SR,"صناعات كهربائية",14.82,potential,7,93,67.7,15.69,14.88,14,19.90,8.75,-25.5,,"Near Stage 2 (7/10) | Missing: Price > 150MA, Price > 50MA, Within 25% of 52W high",""
2040.SR,"الخزف السعودي",26.34,stage4,1,28,-20.6,27.38,27.66,28.16,34.64,26.00,-24.0,,"Weak / declining (1/10)",""
2110.SR,"الكابلات السعودية",160.00,potential,8,80,19.2,161.82,157.57,153.71,190.60,131.20,-16.1,,"Strong Stage 2 (8/10) | Missing: Price > 50MA, 25%+ above 52W low",""
2160.SR,"أميانتيت",14.11,stage1,1,3,-36.2,13.75,14.5,15.59,23.60,12.40,-40.2,,"Weak / declining (1/10)",""
2320.SR,"البابطين",64.60,stage1,6,80,15.2,68.07,66.47,65.96,74.60,53.85,-13.4,,"Near Stage 2 (6/10) | Missing: Price > 150MA, Price > 200MA, Price > 50MA, 25%+ above 52W low",""
2370.SR,"مسك",30.40,potential,8,71,-4.2,31.9,26.47,26.55,35.20,19.75,-13.6,,"Strong Stage 2 (8/10) | Missing: 150MA > 200MA, Price > 50MA",""
4110.SR,"باتك",2.23,potential,6,49,-5.9,2.18,2.12,2.14,2.57,1.91,-13.2,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, 25%+ above 52W low, RS Rating ≥ 70 (49)",""
4140.SR,"صادرات",2.42,stage2,9,78,12.6,2.36,2.38,2.29,2.98,1.88,-18.8,,"Textbook Stage 2 (9/10) | Missing: 50MA > 150MA",""
4141.SR,"العمران",22.65,stage1,2,46,-15.6,21.13,22.5,24.04,33.70,20.22,-32.8,,"Weak / declining (2/10)",""
4142.SR,"كابلات الرياض",119.90,stage1,2,42,-11.6,119.58,122.72,125.33,147.70,110.80,-18.8,,"Weak / declining (2/10)",""
4143.SR,"تالكو",33.20,stage4,1,27,-21.1,34.78,34,35.25,45.62,29.00,-27.2,,"Weak / declining (1/10)",""
4144.SR,"رؤوم",70.85,stage2,10,70,14.5,69.48,65.48,64.26,78.90,54.65,-10.2,,"Textbook Stage 2 (10/10)",""
4145.SR,"أو جي سي",25.30,stage1,2,14,-33.4,24.25,25.03,26.32,39.00,23.05,-35.1,,"Weak / declining (2/10)",""
4146.SR,"جاز",17.73,potential,8,92,1.2,16.04,14.28,14.94,18.24,12.06,-2.8,,"Strong Stage 2 (8/10) | Missing: 150MA > 200MA, 200MA trending up",""
4147.SR,"سي جي إس",6.88,stage1,0,0,0.0,7.49,7.92,,10.95,6.60,-37.2,,"Weak / declining (0/10)",""
4148.SR,"الوسائل الصناعية",2.82,stage1,1,31,-21.2,2.72,2.95,3.13,4.13,2.50,-31.7,,"Weak / declining (1/10)",""
1831.SR,"مهارة",5.02,stage2,9,91,32.1,5.09,4.91,4.77,5.47,3.53,-8.2,,"Textbook Stage 2 (9/10) | Missing: Price > 50MA",""
1832.SR,"صدر",2.71,stage1,4,53,-9.4,2.68,2.68,2.73,3.17,2.45,-14.5,,"Basing (4/10)",""
1833.SR,"الموارد",102.60,stage2,9,87,1.9,97.4,91.4,94,111.53,75.45,-8.0,,"Textbook Stage 2 (9/10) | Missing: 150MA > 200MA",""
1834.SR,"سماسكو",6.30,potential,8,83,-2.2,6.11,5.7,5.7,6.59,5.08,-4.4,,"Strong Stage 2 (8/10) | Missing: 150MA > 200MA, 25%+ above 52W low",""
1835.SR,"تمكين",45.34,stage4,0,46,-18.4,45.48,48.16,50.24,62.90,43.54,-27.9,,"Weak / declining (0/10)",""
4270.SR,"طباعة وتغليف",7.45,stage1,1,2,-40.3,7.3,7.61,8.08,13.87,6.73,-46.3,,"Weak / declining (1/10)",""
6004.SR,"كاتريون",75.85,stage1,2,26,-35.2,74.96,75.1,78.9,121.90,69.05,-37.8,,"Weak / declining (2/10)",""
2190.SR,"سيسكو القابضة",34.04,potential,8,70,4.0,34.87,32.15,32.58,38.38,26.08,-11.3,,"Strong Stage 2 (8/10) | Missing: 150MA > 200MA, Price > 50MA",""
4031.SR,"الخدمات الأرضية",31.40,stage4,0,9,-36.5,31.42,33.16,35.47,51.70,30.36,-39.3,,"Weak / declining (0/10)",""
4040.SR,"سابتكو",11.44,potential,7,42,-18.2,11.2,10.3,10.65,15.00,8.25,-23.7,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, 200MA trending up, RS Rating ≥ 70 (42)",""
4260.SR,"بدجت السعودية",30.98,stage4,0,2,-41.4,33.38,40.32,43.46,59.21,30.98,-47.7,,"Weak / declining (0/10)",""
4261.SR,"ذيب",23.32,stage4,0,1,-44.5,24.95,30.34,33.22,45.03,23.32,-48.2,,"Weak / declining (0/10)",""
4262.SR,"لومي",32.68,stage4,0,4,-46.4,34.43,40.06,44.4,65.00,32.34,-49.7,,"Weak / declining (0/10)",""
4263.SR,"سال",175.70,potential,7,66,0.3,172.75,168.55,169.16,187.70,157.00,-6.4,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, 25%+ above 52W low, RS Rating ≥ 70 (66)",""
4264.SR,"طيران ناس",55.80,stage1,1,39,-26.9,54.02,56.02,60.41,81.70,49.50,-31.7,,"Weak / declining (1/10)",""
4265.SR,"شري",23.77,stage1,1,0,0.0,24.61,25.65,,31.68,23.70,-25.0,,"Weak / declining (1/10)",""
1213.SR,"نسيج",29.00,stage1,3,3,-72.3,24.22,26.22,33.25,110.80,20.55,-73.8,,"Weak / declining (3/10)",""
2130.SR,"صدق",16.90,potential,7,79,-46.1,14.97,12.59,14.52,35.70,9.34,-52.7,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, 200MA trending up, Within 25% of 52W high",""
2340.SR,"ارتيكس",12.67,potential,7,86,-2.4,10.99,10.58,11.01,14.78,9.73,-14.3,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, 200MA trending up, 50MA > 200MA",""
4011.SR,"لازوردي",11.20,stage4,1,38,-14.2,11.2,11.49,11.66,13.89,11.02,-19.4,,"Weak / declining (1/10)",""
4012.SR,"الأصيل",3.69,stage2,8,56,-9.3,3.68,3.61,3.58,4.24,3.29,-13.0,,"Strong Stage 2 (8/10) | Missing: 25%+ above 52W low, RS Rating ≥ 70 (56)",""
4180.SR,"مجموعة فتيحي",2.54,stage1,1,22,-24.9,2.46,2.62,2.74,3.75,2.41,-32.3,,"Weak / declining (1/10)",""
1810.SR,"سيرا",21.02,stage4,0,19,-23.6,21.9,24.54,26.45,34.59,20.92,-39.2,,"Weak / declining (0/10)",""
1820.SR,"بان",2.16,potential,8,76,-4.4,2.02,1.9,1.93,2.66,1.66,-18.8,,"Strong Stage 2 (8/10) | Missing: 150MA > 200MA, 200MA trending up",""
1830.SR,"لجام للرياضة",78.75,stage4,0,4,-43.7,80.35,88.12,97.62,151.70,77.75,-48.1,,"Weak / declining (0/10)",""
4170.SR,"شمس",17.34,potential,7,87,-8.7,16.62,14.64,14.71,24.40,10.68,-28.9,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, 200MA trending up, Within 25% of 52W high",""
4290.SR,"الخليج للتدريب",15.00,stage4,0,8,-41.5,15.24,17.49,19.37,29.38,14.93,-48.9,,"Weak / declining (0/10)",""
4291.SR,"الوطنية للتعليم",132.00,stage1,3,59,-19.7,125.77,124.93,133.7,183.00,110.30,-27.9,,"Weak / declining (3/10)",""
4292.SR,"عطاء",50.65,stage4,0,24,-20.0,51.77,54.18,56.69,70.60,50.00,-28.3,,"Weak / declining (0/10)",""
6002.SR,"هرفي للأغذية",14.88,stage4,0,18,-34.5,14.95,14.96,15.99,26.36,13.68,-43.6,,"Weak / declining (0/10)",""
6012.SR,"ريدان",14.70,stage1,1,1,-50.6,14.26,18.02,20.73,32.40,13.04,-54.6,,"Weak / declining (1/10)",""
6013.SR,"التطويرية الغذائية",98.40,stage1,2,66,-3.1,92.93,97.15,105.11,149.70,85.50,-34.3,,"Weak / declining (2/10)",""
6014.SR,"الآمار",39.62,stage4,0,17,-22.8,40.76,42.02,43.17,57.10,39.18,-30.6,,"Weak / declining (0/10)",""
6015.SR,"أمريكانا (شركة أجنبية)",2.09,potential,8,73,-6.3,1.98,1.88,1.89,2.39,1.63,-12.6,,"Strong Stage 2 (8/10) | Missing: 150MA > 200MA, 200MA trending up",""
6016.SR,"برغرايززر",7.63,stage4,0,37,-23.0,7.76,8.2,8.61,11.31,7.33,-32.6,,"Weak / declining (0/10)",""
6017.SR,"جاهز",13.65,stage1,1,31,-48.7,13.39,13.83,15.06,28.26,11.09,-51.7,,"Weak / declining (1/10)",""
6018.SR,"الأندية للرياضة",6.89,stage1,1,0,0.0,6.88,7.43,8.03,13.46,6.54,-48.8,,"Weak / declining (1/10)",""
6019.SR,"المسار الشامل",23.94,stage1,3,0,0.0,22.4,22.62,,28.18,20.53,-15.0,,"Weak / declining (3/10)",""
4070.SR,"تهامة",18.00,stage1,5,59,-37.3,16.09,15.51,17.6,30.89,14.03,-41.7,,"Basing (5/10)",""
4071.SR,"العربية",89.80,stage4,1,24,-11.3,94.17,108.93,110.22,131.60,81.50,-31.8,,"Weak / declining (1/10)",""
4072.SR,"مجموعة إم بي سي",22.53,stage4,0,8,-31.7,24.15,27.11,28.67,38.00,22.53,-40.7,,"Weak / declining (0/10)",""
4210.SR,"الأبحاث والإعلام",71.65,stage4,0,1,-61.0,76.14,92.6,109.79,202.10,71.65,-64.5,,"Weak / declining (0/10)",""
4003.SR,"إكسترا",74.30,stage4,1,35,-15.2,76.34,81.41,83.49,93.50,72.75,-20.5,,"Weak / declining (1/10)",""
4008.SR,"ساكو",23.53,stage1,1,37,-16.3,23.36,24.66,25.81,33.34,22.30,-29.4,,"Weak / declining (1/10)",""
4050.SR,"ساسكو",44.50,stage4,0,28,-19.1,46.92,50.98,54.45,73.45,42.32,-39.4,,"Weak / declining (0/10)",""
4051.SR,"باعظيم",5.90,stage1,4,77,-0.2,5.72,5.84,5.99,7.10,5.33,-16.9,,"Basing (4/10)",""
4190.SR,"جرير",17.49,stage2,10,96,38.0,16.08,14.62,14.31,17.49,12.38,0.0,NEW HIGH,"Textbook Stage 2 (10/10)",""
4191.SR,"أبو معطي",43.30,stage1,4,79,10.7,42.94,43.62,44.48,53.95,35.60,-19.7,,"Basing (4/10)",""
4192.SR,"السيف غاليري",6.80,stage1,5,64,-3.8,6.91,6.61,6.61,7.30,6.16,-6.8,,"Basing (5/10)",""
4193.SR,"نايس ون",13.97,stage1,1,10,-56.3,13.84,14.76,16.59,35.28,11.72,-60.4,,"Weak / declining (1/10)",""
4194.SR,"محطة البناء",45.90,stage1,1,0,0.0,44.22,48.25,52.41,93.00,41.02,-50.6,,"Weak / declining (1/10)",""
4240.SR,"سينومي ريتيل",13.19,stage4,0,1,-55.6,13.84,15.79,17.48,35.38,12.59,-62.7,,"Weak / declining (0/10)",""
4001.SR,"أسواق ع العثيم",5.86,stage4,0,34,-22.7,5.92,6.12,6.37,7.95,5.86,-26.3,,"Weak / declining (0/10)",""
4006.SR,"أسواق المزرعة",13.03,stage1,1,32,-24.5,12.93,13.31,13.91,18.30,12.53,-28.8,,"Weak / declining (1/10)",""
4061.SR,"أنعام القابضة",12.51,stage3,4,55,-19.8,11.17,11.2,11.89,17.52,9.44,-28.6,,"Basing (4/10)",""
4160.SR,"ثمار",41.50,stage3,6,93,21.8,34.97,35.16,36.52,50.85,30.78,-18.4,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, 50MA > 150MA, 50MA > 200MA",""
4161.SR,"بن داود",5.01,stage1,5,44,-16.6,4.95,4.83,4.95,6.45,4.35,-22.3,,"Basing (5/10)",""
4162.SR,"المنجم",61.90,potential,7,65,-14.0,62.56,55.65,55.73,79.50,48.86,-22.1,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, Price > 50MA, RS Rating ≥ 70 (65)",""
4163.SR,"الدواء",43.50,stage4,0,5,-42.2,45.7,48.63,51.86,80.05,43.42,-45.7,,"Weak / declining (0/10)",""
4164.SR,"النهدي",93.70,stage4,0,21,-26.9,96.6,98.95,101.94,132.10,92.90,-29.1,,"Weak / declining (0/10)",""
2050.SR,"مجموعة صافولا",28.40,stage2,10,86,12.1,28.1,25.35,25.31,30.30,21.53,-6.3,,"Textbook Stage 2 (10/10)",""
2100.SR,"وفرة",23.66,potential,6,59,-17.0,20.86,20.79,21.82,30.70,18.03,-22.9,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, 50MA > 200MA, RS Rating ≥ 70 (59)",""
2270.SR,"سدافكو",219.20,stage4,0,44,-19.7,219.56,220.06,230.16,297.20,190.50,-26.2,,"Weak / declining (0/10)",""
2280.SR,"المراعي",47.18,potential,7,77,-1.5,45.35,43.77,44.54,54.05,41.12,-12.7,,"Near Stage 2 (7/10) | Missing: 150MA > 200MA, 200MA trending up, 25%+ above 52W low",""
2281.SR,"تنمية",55.20,stage4,1,9,-39.2,58.74,58.04,60.99,97.20,47.80,-43.2,,"Weak / declining (1/10)",""
2282.SR,"نقي",56.05,potential,7,82,8.5,53.92,54.74,54.67,64.80,49.30,-13.5,,"Near Stage 2 (7/10) | Missing: 50MA > 150MA, 50MA > 200MA, 25%+ above 52W low",""
2283.SR,"المطاحن الأولى",52.90,stage2,8,58,-3.8,52.64,51.65,51.5,60.20,46.12,-12.1,,"Strong Stage 2 (8/10) | Missing: 25%+ above 52W low, RS Rating ≥ 70 (58)",""
2284.SR,"المطاحن الحديثة",28.88,stage1,4,55,-9.5,28.68,28.11,29.29,35.72,25.60,-19.1,,"Basing (4/10)",""
2285.SR,"المطاحن العربية",47.48,stage2,10,88,5.1,46.36,41.46,41.34,50.00,36.64,-5.0,,"Textbook Stage 2 (10/10)",""
2286.SR,"المطاحن الرابعة",4.21,stage2,9,83,6.6,4.17,3.87,3.84,4.42,3.49,-4.8,,"Textbook Stage 2 (9/10) | Missing: 25%+ above 52W low",""
2287.SR,"إنتاج",24.44,stage4,0,7,-42.6,25.27,27.1,29.66,45.70,24.29,-46.5,,"Weak / declining (0/10)",""
2288.SR,"نفوذ",7.43,stage4,0,6,-40.6,7.5,8.45,9.2,13.92,7.38,-46.6,,"Weak / declining (0/10)",""
4080.SR,"سناد القابضة",8.99,stage1,5,47,-18.1,8.96,8.67,8.97,11.80,7.65,-23.8,,"Basing (5/10)",""
6001.SR,"حلواني إخوان",33.00,stage1,2,45,-21.1,31.68,31.84,33.02,47.76,28.50,-30.9,,"Weak / declining (2/10)",""
6010.SR,"نادك",15.98,stage4,0,27,-25.3,16.34,17.22,17.92,22.70,15.82,-29.6,,"Weak / declining (0/10)",""
6020.SR,"جاكو",13.08,stage1,1,36,-21.3,12.41,13.94,14.81,19.55,11.91,-33.1,,"Weak / declining (1/10)",""
6040.SR,"تبوك الزراعية",7.18,stage1,2,28,-32.4,6.47,6.88,7.45,11.54,5.80,-37.8,,"Weak / declining (2/10)",""
6050.SR,"الأسماك",77.60,stage3,5,97,-18.2,50.55,51.5,59.14,106.10,38.54,-26.9,,"Basing (5/10)",""
6060.SR,"الشرقية للتنمية",15.86,stage3,6,87,-4.3,13.09,13.2,13.78,18.30,12.16,-13.3,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, 50MA > 150MA, 50MA > 200MA",""
6070.SR,"الجوف",44.00,stage1,3,56,5.1,43.5,46.79,46.18,53.90,40.92,-18.4,,"Weak / declining (3/10)",""
6090.SR,"جازادكو",8.50,stage1,2,38,-20.6,8.23,8.36,8.71,11.50,7.63,-26.1,,"Weak / declining (2/10)",""
2140.SR,"أيان",11.14,stage1,2,51,-15.9,10.95,11.32,11.86,14.60,10.32,-23.7,,"Weak / declining (2/10)",""
2230.SR,"الكيميائية",8.11,stage2,9,79,8.6,8.38,7.78,7.65,8.98,6.10,-9.7,,"Textbook Stage 2 (9/10) | Missing: Price > 50MA",""
4002.SR,"المواساة",62.75,stage4,1,28,-17.5,64.83,67.17,68.58,80.70,62.05,-22.2,,"Weak / declining (1/10)",""
4004.SR,"دله الصحية",111.00,stage4,0,36,-16.5,111.59,118.17,123.76,157.30,99.00,-29.4,,"Weak / declining (0/10)",""
4005.SR,"رعاية",105.10,stage1,1,6,-38.5,103.65,126.61,134.78,183.50,98.15,-42.7,,"Weak / declining (1/10)",""
4007.SR,"الحمادي",27.16,stage1,3,33,-26.9,26.99,26.69,27.94,38.30,24.38,-29.1,,"Weak / declining (3/10)",""
4009.SR,"السعودي الألماني الصحية",32.60,stage4,0,8,-44.1,32.94,34.05,36.91,60.70,30.00,-46.3,,"Weak / declining (0/10)",""
4013.SR,"سليمان الحبيب",214.10,stage4,1,29,-15.7,217.68,239.65,245.23,281.20,212.80,-23.9,,"Weak / declining (1/10)",""
4014.SR,"دار المعدات",29.50,stage4,0,34,-20.4,30.18,30.94,32.24,41.00,26.98,-28.0,,"Weak / declining (0/10)",""
4017.SR,"فقيه الصحية",36.38,potential,6,65,-7.0,36.38,34.61,35.75,42.84,29.00,-15.1,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, 200MA trending up, Price > 50MA, RS Rating ≥ 70 (65)",""
4018.SR,"الموسى",118.80,stage4,0,16,-31.6,120.3,140.1,150.65,212.00,117.20,-44.0,,"Weak / declining (0/10)",""
4019.SR,"اس ام سي للرعاية الصحية",16.65,stage4,0,22,-21.2,16.91,18.29,18.57,22.66,16.65,-26.5,,"Weak / declining (0/10)",""
4021.SR,"المركز الكندي الطبي",6.00,stage1,3,70,-11.1,5.64,5.85,6.65,9.30,5.31,-35.5,,"Weak / declining (3/10)",""
2070.SR,"الدوائية",28.98,potential,8,82,19.0,28.95,28.86,28.89,33.12,24.35,-12.5,,"Strong Stage 2 (8/10) | Missing: 150MA > 200MA, 25%+ above 52W low",""
4015.SR,"جمجوم فارما",151.50,potential,6,54,-14.2,156.18,147.01,148.35,181.30,130.40,-16.4,,"Near Stage 2 (6/10) | Missing: 150MA > 200MA, Price > 50MA, 25%+ above 52W low, RS Rating ≥ 70 (54)",""
4016.SR,"أفالون فارما",61.05,stage1,2,62,-10.7,60.12,61.1,63.9,79.09,55.54,-22.8,,"Weak / declining (2/10)",""
1010.SR,"الرياض",20.02,stage1,3,53,-4.3,20.37,20.75,20.54,22.41,19.23,-10.7,,"Weak / declining (3/10)",""
1020.SR,"الجزيرة",11.69,stage1,4,61,-4.3,11.61,11.59,11.73,13.31,10.82,-12.2,,"Basing (4/10)",""
1030.SR,"الإستثمار",13.31,stage4,2,56,-7.1,13.35,13.33,13.36,14.81,12.70,-10.1,,"Weak / declining (2/10)",""
1050.SR,"بي اس اف",19.11,potential,8,71,9.4,19.22,18.79,18.42,20.99,15.82,-9.0,,"Strong Stage 2 (8/10) | Missing: Price > 50MA, 25%+ above 52W low",""
